ROW_ID,CLUSTER_KMEANS,CLUSTER_HIER,CLUSTER_DBSCAN,IS_OUTLIER
26442,0,2,,0
26443,2,2,,0
26444,0,2,,0
26445,2,2,,0
26446,0,2,,0
26447,0,2,0.0,0
26448,3,2,,0
26449,1,2,,0
26450,3,2,,0
26451,1,2,,0
26452,1,2,,0
26453,2,2,,0
26454,1,2,,0
26455,1,2,,0
26456,1,2,,0
26457,1,2,,0
26458,0,2,,0
26459,3,2,,0
26460,0,2,,0
26461,1,2,,0
26462,0,2,,0
26463,2,2,,0
26464,2,2,,0
26465,0,2,,0
26466,3,2,,0
26467,3,2,,0
26468,1,2,,0
26469,1,2,,0
26470,0,2,,0
26471,2,2,,0
26472,0,2,,0
26473,3,2,,0
26474,2,2,,0
26475,2,2,,0
26476,0,2,,0
26477,3,2,,0
26478,2,2,0.0,0
26479,3,2,,0
26480,3,2,,0
26481,2,2,,0
26482,3,2,,0
26483,3,2,,0
26484,3,2,,0
26485,0,2,,0
26486,1,2,0.0,0
26487,0,2,,0
26488,3,2,,0
26489,2,2,,0
26490,1,2,0.0,0
26491,3,2,,0
26492,2,2,,0
26493,0,2,,0
26494,1,2,,0
26495,2,2,,0
26496,3,2,,0
26497,1,2,,0
26498,3,2,,0
26499,3,2,,0
26500,3,2,,0
26501,3,2,,0
26502,2,2,,0
26503,3,2,,0
26504,2,2,,0
26505,0,2,,0
26506,0,2,,0
26507,0,2,,0
26508,1,2,,0
26509,3,2,,0
26510,1,2,,0
26511,1,2,,0
26512,1,2,,0
26513,0,2,,0
26514,3,2,,0
26515,3,2,,0
26516,0,2,,0
26517,1,2,,0
26518,3,2,,0
26519,2,2,,0
26520,3,2,,0
26521,3,2,,0
26522,1,2,,0
26523,2,2,,0
26524,3,2,,0
26525,0,2,,0
26526,1,2,,0
26527,2,2,,0
26528,1,2,,0
26529,1,2,,0
26530,3,2,,0
26531,1,2,,0
26532,0,2,0.0,0
26533,3,2,,0
26534,3,2,,0
26535,0,2,0.0,0
26536,1,2,,0
26537,0,2,,0
26538,0,2,,0
26539,3,2,,0
26540,1,2,,0
26541,3,2,,0
26542,1,2,,0
26543,3,2,,0
26544,3,2,,0
26545,0,2,,0
26546,1,2,,0
26547,0,2,,0
26548,0,2,,0
26549,3,2,,0
26550,3,2,,0
26551,1,2,,0
26552,3,2,,0
26553,3,2,,0
26554,1,2,,0
26555,3,2,,0
26556,3,2,,0
26557,3,2,,0
26558,1,2,,0
26559,2,2,,0
26560,1,2,,0
26561,1,2,,0
26562,1,2,,0
26563,1,2,,0
26564,3,2,,0
26565,1,2,,0
26566,3,2,,0
26567,3,2,,0
26568,2,2,,0
26569,1,2,,0
26570,3,2,,0
26571,1,2,,0
26572,3,2,,0
26573,3,2,,0
26574,3,2,,0
26575,0,2,,0
26576,0,2,,0
26577,3,2,,0
26578,1,2,,0
26579,0,2,,0
26580,1,2,,0
26581,1,2,0.0,0
26582,0,2,,0
26583,3,2,,0
26584,1,2,,0
26585,2,2,,0
26586,2,2,,0
26587,3,2,,0
26588,1,2,,0
26589,3,2,,0
26590,0,2,,0
26591,0,2,,0
26592,3,2,,0
26593,1,2,,0
26594,3,2,,0
26595,3,2,0.0,0
26596,2,2,,0
26597,3,2,0.0,0
26598,3,2,,0
26599,3,2,,0
26600,3,2,0.0,0
26601,3,2,,0
26602,0,2,,0
26603,0,2,,0
26604,3,2,,0
26605,1,2,,0
26606,1,2,,0
26607,3,2,,0
26608,3,2,,0
26609,1,2,,0
26610,2,2,,0
26611,1,2,0.0,0
26612,3,2,,0
26613,3,2,,0
26614,0,2,,0
26615,3,2,,0
26616,2,2,,0
26617,1,2,,0
26618,1,2,,0
26619,3,2,0.0,0
26620,1,2,,0
26621,3,2,,0
26622,1,2,,0
26623,1,2,,0
26624,1,2,,0
26625,0,2,,0
26626,0,2,,0
26627,3,2,,0
26628,0,2,,0
26629,3,2,,0
26630,3,2,,0
26631,1,2,,0
26632,1,2,,0
26633,0,2,,0
26634,1,2,,0
26635,3,2,,0
26636,1,2,,0
26637,1,2,,0
26638,1,2,,0
26639,2,2,,0
26640,1,2,,0
26641,3,2,,0
26642,1,2,,0
26643,1,2,,0
26644,1,2,,0
26645,2,2,,0
26646,3,2,,0
26647,2,2,,0
26648,3,2,,0
26649,3,2,,0
26650,4,2,,0
26651,2,2,,0
26652,0,2,,0
26653,0,2,,0
26654,1,2,,0
26655,3,2,,0
26656,0,2,,0
26657,0,2,,0
26658,3,2,,0
26659,1,2,,0
26660,3,2,,0
26661,0,2,,0
26662,0,2,,0
26663,3,2,,0
26664,0,2,,0
26665,3,2,,0
26666,3,2,,0
26667,0,2,,0
26668,1,2,,0
26669,0,2,,0
26670,1,2,,0
26671,1,2,,0
26672,1,2,,0
26673,1,2,,0
26674,1,2,,0
26675,0,2,,0
26676,3,2,,0
26677,3,2,,0
26678,3,2,,0
26679,2,2,,0
26680,2,2,,0
26681,3,2,,0
26682,1,2,,0
26683,1,2,,0
26684,1,2,,0
26685,3,2,,0
26686,0,2,,0
26687,0,2,,0
26688,1,2,,0
26689,3,2,,0
26690,1,2,,0
26691,0,2,,0
26692,1,2,,0
26693,0,2,,0
26694,2,2,,0
26695,2,2,,0
26696,0,2,,0
26697,0,2,0.0,0
26698,3,2,,0
26699,2,2,,0
26700,1,2,,0
26701,1,2,0.0,0
26702,0,2,,0
26703,1,2,,0
26704,0,2,,0
26705,0,2,,0
26706,3,2,,0
26707,0,2,,0
26708,1,2,,0
26709,1,2,,0
26710,3,2,,0
26711,3,2,,0
26712,1,2,0.0,0
26713,3,2,,0
26714,3,2,,0
26715,1,2,,0
26716,3,2,,0
26717,2,2,,0
26718,0,2,,0
26719,2,2,0.0,0
26720,2,2,,0
26721,3,2,,0
26722,1,2,,0
26723,1,2,,0
26724,1,2,,0
26725,1,2,,0
26726,1,2,,0
26727,1,2,,0
26728,3,2,,0
26729,1,2,,0
26730,3,2,,0
26731,1,2,,0
26732,0,2,,0
26733,1,2,,0
26734,3,2,,0
26735,3,2,,0
26736,1,2,,0
26737,3,2,,0
26738,3,2,,0
26739,2,2,,0
26740,0,2,,0
26741,0,2,,0
26742,3,2,,0
26743,2,2,,0
26744,1,2,,0
26745,3,2,,0
26746,1,2,,0
26747,0,2,,0
26748,2,2,,0
26749,2,2,,0
26750,3,2,,0
26751,1,2,0.0,0
26752,3,2,,0
26753,2,2,,0
26754,0,2,,0
26755,1,2,0.0,0
26756,3,2,,0
26757,3,2,,0
26758,1,2,,0
26759,3,2,,0
26760,1,2,,0
26761,1,2,,0
26762,0,2,0.0,0
26763,3,2,,0
26764,0,2,,0
26765,3,2,,0
26766,3,2,0.0,0
26767,3,2,,0
26768,2,2,,0
26769,1,2,,0
26770,1,2,,0
26771,3,2,,0
26772,3,2,,0
26773,1,2,,0
26774,3,2,,0
26775,3,2,,0
26776,3,2,,0
26777,1,2,,0
26778,2,2,,0
26779,2,2,0.0,0
26780,1,2,,0
26781,0,2,0.0,0
26782,2,2,,0
26783,3,2,,0
26784,3,2,,0
26785,2,2,,0
26786,3,2,,0
26787,3,2,0.0,0
26788,0,2,,0
26789,1,2,,0
26790,3,2,,0
26791,3,2,,0
26792,0,2,,0
26793,1,2,,0
26794,3,2,,0
26795,3,2,,0
26796,2,2,,0
26797,1,2,,0
26798,0,2,,0
26799,3,2,,0
26800,1,2,,0
26801,2,2,,0
26802,1,2,,0
26803,3,2,0.0,0
26804,3,2,,0
26805,3,2,,0
26806,1,2,,0
26807,1,2,,0
26808,1,2,,0
26809,3,2,,0
26810,1,2,,0
26811,3,2,,0
26812,2,2,,0
26813,1,2,,0
26814,0,2,,0
26815,1,2,,0
26816,1,2,,0
26817,1,2,0.0,0
26818,1,2,,0
26819,1,2,,0
26820,1,2,,0
26821,0,2,,0
26822,2,2,,0
26823,3,2,,0
26824,3,2,,0
26825,1,2,,0
26826,1,2,,0
26827,2,2,,0
26828,0,2,,0
26829,0,2,,0
26830,3,2,,0
26831,0,2,,0
26832,3,2,,0
26833,1,2,,0
26834,1,2,,0
26835,0,2,,0
26836,0,2,,0
26837,3,2,,0
26838,3,2,,0
26839,0,2,,0
26840,2,2,,0
26841,3,2,,0
26842,1,2,,0
26843,3,2,,0
26844,0,2,,0
26845,0,2,,0
26846,1,2,,0
26847,1,2,,0
26848,3,2,,0
26849,1,2,,0
26850,1,2,,0
26851,3,2,,0
26852,1,2,,0
26853,1,2,,0
26854,3,2,,0
26855,1,2,0.0,0
26856,3,2,,0
26857,3,2,,0
26858,2,2,,0
26859,3,2,,0
26860,3,2,,0
26861,1,2,,0
26862,3,2,,0
26863,3,2,,0
26864,3,2,,0
26865,0,2,0.0,0
26866,3,2,,0
26867,1,2,,0
26868,3,2,,0
26869,2,2,,0
26870,3,2,,0
26871,1,2,0.0,0
26872,3,2,,0
26873,1,2,,0
26874,1,2,,0
26875,2,2,,0
26876,2,2,,0
26877,1,2,,0
26878,2,2,,0
26879,1,2,,0
26880,0,2,,0
26881,0,2,,0
26882,0,2,,0
26883,3,2,,0
26884,1,2,,0
26885,3,2,,0
26886,0,2,,0
26887,1,2,,0
26888,1,2,,0
26889,0,2,,0
26890,0,2,,0
26891,0,2,0.0,0
26892,3,2,,0
26893,3,2,,0
26894,0,2,,0
26895,2,2,,0
26896,0,2,,0
26897,3,2,,0
26898,0,2,,0
26899,0,2,,0
26900,3,2,,0
26901,3,2,,0
26902,1,2,0.0,0
26903,1,2,,0
26904,3,2,,0
26905,3,2,0.0,0
26906,0,2,,0
26907,1,2,,0
26908,3,2,0.0,0
26909,2,2,,0
26910,1,2,,0
26911,1,2,,0
26912,3,2,,0
26913,1,2,,0
26914,2,2,,0
26915,1,2,,0
26916,2,2,,0
26917,2,2,,0
26918,3,2,,0
26919,3,2,0.0,0
26920,0,2,,0
26921,2,2,,0
26922,0,2,,0
26923,3,2,,0
26924,0,2,,0
26925,3,2,,0
26926,3,2,,0
26927,1,2,,0
26928,3,2,,0
26929,3,2,,0
26930,0,2,,0
26931,1,2,,0
26932,3,2,,0
26933,3,2,,0
26934,1,2,,0
26935,1,2,,0
26936,3,2,,0
26937,2,2,,0
26938,1,2,0.0,0
26939,1,2,,0
26940,3,2,,0
26941,2,2,,0
26942,3,2,0.0,0
26943,3,2,,0
26944,0,2,,0
26945,1,2,,0
26946,3,2,0.0,0
26947,1,2,,0
26948,2,2,,0
26949,3,2,,0
26950,2,2,,0
26951,3,2,,0
26952,3,2,0.0,0
26953,3,2,,0
26954,0,2,,0
26955,0,2,,0
26956,3,2,,0
26957,3,2,,0
26958,2,2,,0
26959,0,2,,0
26960,1,2,,0
26961,1,2,,0
26962,1,2,,0
26963,3,2,,0
26964,1,2,,0
26965,1,2,,0
26966,3,2,,0
26967,0,2,,0
26968,1,2,,0
26969,3,2,,0
26970,1,2,,0
26971,3,2,,0
26972,3,2,0.0,0
26973,0,2,,0
26974,1,2,,0
26975,4,2,,0
26976,2,2,,0
26977,1,2,,0
26978,0,2,,0
26979,1,2,,0
26980,0,2,,0
26981,0,2,,0
26982,3,2,,0
26983,2,2,,0
26984,2,2,,0
26985,3,2,,0
26986,2,2,,0
26987,0,2,,0
26988,1,2,,0
26989,0,2,,0
26990,0,2,,0
26991,3,2,,0
26992,0,2,,0
26993,0,2,,0
26994,0,2,,0
26995,2,2,,0
26996,3,2,,0
26997,3,2,,0
26998,3,2,,0
26999,1,2,,0
27000,0,2,,0
27001,3,2,0.0,0
27002,3,2,,0
27003,1,2,,0
27004,1,2,,0
27005,3,2,,0
27006,3,2,,0
27007,3,2,,0
27008,1,2,,0
27009,3,2,,0
27010,3,2,0.0,0
27011,3,2,,0
27012,4,1,,0
27013,3,2,,0
27014,2,2,,0
27015,3,2,,0
27016,3,2,0.0,0
27017,1,2,,0
27018,3,2,,0
27019,2,2,,0
27020,3,2,,0
27021,3,2,,0
27022,1,2,,0
27023,2,2,,0
27024,4,1,,0
27025,1,2,,0
27026,3,2,,0
27027,0,2,,0
27028,3,2,,0
27029,1,2,,0
27030,1,2,,0
27031,3,2,,0
27032,2,2,,0
27033,2,2,,0
27034,1,2,,0
27035,1,2,,0
27036,3,2,,0
27037,1,2,,0
27038,1,2,,0
27039,1,2,,0
27040,0,2,,0
27041,0,2,,0
27042,3,2,,0
27043,3,2,,0
27044,1,2,,0
27045,2,2,,0
27046,0,2,,0
27047,3,2,,0
27048,0,2,,0
27049,1,2,,0
27050,2,2,,0
27051,0,2,,0
27052,2,2,,0
27053,1,2,0.0,0
27054,1,2,,0
27055,3,2,,0
27056,3,2,,0
27057,1,2,,0
27058,0,2,,0
27059,2,2,0.0,0
27060,3,2,,0
27061,0,2,,0
27062,2,2,,0
27063,0,2,,0
27064,0,2,,0
27065,0,2,,0
27066,3,2,,0
27067,1,2,,0
27068,1,2,0.0,0
27069,3,2,,0
27070,1,2,0.0,0
27071,2,2,,0
27072,2,2,,0
27073,1,2,,0
27074,3,2,,0
27075,0,2,,0
27076,2,2,,0
27077,2,2,,0
27078,3,2,,0
27079,1,2,,0
27080,3,2,,0
27081,0,2,,0
27082,1,2,,0
27083,3,2,,0
27084,2,2,,0
27085,2,2,,0
27086,1,2,,0
27087,1,2,,0
27088,0,2,,0
27089,2,2,,0
27090,0,2,,0
27091,1,2,,0
27092,0,2,,0
27093,3,2,,0
27094,1,0,,0
27095,3,2,,0
27096,3,2,0.0,0
27097,1,2,,0
27098,3,2,,0
27099,3,2,,0
27100,3,2,,0
27101,3,2,,0
27102,1,2,,0
27103,3,2,,0
27104,2,2,,0
27105,1,2,,0
27106,1,2,,0
27107,1,2,,0
27108,1,2,,0
27109,1,2,,0
27110,3,2,,0
27111,1,2,,0
27112,3,2,,0
27113,3,2,,0
27114,1,2,,0
27115,2,2,,0
27116,3,2,,0
27117,3,2,,0
27118,3,2,,0
27119,3,2,,0
27120,1,2,0.0,0
27121,0,2,,0
27122,2,2,,0
27123,3,2,,0
27124,2,2,,0
27125,0,2,,0
27126,2,2,,0
27127,0,2,,0
27128,2,2,,0
27129,0,2,,0
27130,0,2,,0
27131,2,2,,0
27132,3,2,,0
27133,3,2,,0
27134,2,2,,0
27135,0,2,,0
27136,3,2,,0
27137,2,2,,0
27138,3,2,,0
27139,3,2,,0
27140,2,2,,0
27141,3,2,,0
27142,1,2,,0
27143,1,2,,0
27144,3,2,,0
27145,3,2,,0
27146,3,2,,0
27147,3,2,,0
27148,1,2,,0
27149,2,2,,0
27150,3,2,,0
27151,1,2,,0
27152,3,2,,0
27153,1,2,,0
27154,3,2,,0
27155,2,2,,0
27156,1,2,,0
27157,0,2,,0
27158,1,2,,0
27159,0,2,,0
27160,3,2,,0
27161,0,2,,0
27162,1,2,,0
27163,1,2,,0
27164,0,2,,0
27165,0,2,,0
27166,4,2,,0
27167,1,2,,0
27168,3,2,,0
27169,3,2,,0
27170,0,2,,0
27171,2,2,,0
27172,3,2,,0
27173,0,2,,0
27174,3,2,,0
27175,0,2,,0
27176,1,2,,0
27177,2,2,,0
27178,2,2,0.0,0
27179,2,2,,0
27180,2,2,0.0,0
27181,4,2,,0
27182,3,2,,0
27183,2,2,,0
27184,3,2,0.0,0
27185,3,2,0.0,0
27186,3,2,,0
27187,1,2,,0
27188,3,2,,0
27189,1,2,0.0,0
27190,1,2,,0
27191,1,2,,0
27192,0,2,0.0,0
27193,1,2,,0
27194,3,2,,0
27195,3,2,,0
27196,1,2,,0
27197,0,2,0.0,0
27198,2,2,,0
27199,3,2,,0
27200,0,2,,0
27201,0,2,,0
27202,1,2,,0
27203,1,2,,0
27204,2,2,,0
27205,3,2,,0
27206,2,2,,0
27207,4,2,,0
27208,0,2,,0
27209,2,2,,0
27210,1,2,,0
27211,0,2,,0
27212,3,2,0.0,0
27213,3,2,,0
27214,2,2,,0
27215,0,2,,0
27216,2,2,,0
27217,3,2,,0
27218,1,2,,0
27219,3,2,,0
27220,3,2,,0
27221,0,2,,0
27222,3,2,,0
27223,0,2,,0
27224,0,2,,0
27225,2,2,,0
27226,3,2,,0
27227,3,2,,0
27228,1,2,,0
27229,1,2,,0
27230,1,2,,0
27231,2,2,,0
27232,3,2,,0
27233,1,2,0.0,0
27234,3,2,,0
27235,3,2,,0
27236,3,2,,0
27237,2,2,,0
27238,3,2,,0
27239,3,2,,0
27240,1,2,,0
27241,0,2,,0
27242,2,2,,0
27243,0,2,,0
27244,2,2,,0
27245,3,2,,0
27246,0,2,,0
27247,1,2,0.0,0
27248,3,2,,0
27249,0,2,,0
27250,0,2,,0
27251,3,2,,0
27252,3,2,,0
27253,1,2,,0
27254,2,2,,0
27255,3,2,,0
27256,3,2,,0
27257,0,2,,0
27258,1,2,,0
27259,3,2,,0
27260,1,2,,0
27261,0,2,,0
27262,1,2,0.0,0
27263,1,2,,0
27264,0,2,,0
27265,3,2,,0
27266,0,2,,0
27267,1,2,,0
27268,3,2,,0
27269,1,2,,0
27270,1,2,,0
27271,1,2,,0
27272,3,2,,0
27273,2,2,,0
27274,0,2,,0
27275,3,2,,0
27276,2,2,,0
27277,3,2,,0
27278,3,2,,0
27279,1,2,,0
27280,1,2,,0
27281,0,2,,0
27282,1,2,,0
27283,0,2,,0
27284,1,2,,0
27285,1,2,,0
27286,1,2,,0
27287,3,2,,0
27288,1,2,0.0,0
27289,0,2,,0
27290,2,2,,0
27291,1,2,,0
27292,0,2,,0
27293,3,2,,0
27294,1,2,,0
27295,3,2,,0
27296,1,2,,0
27297,1,2,,0
27298,3,2,,0
27299,1,2,0.0,0
27300,1,2,,0
27301,0,2,,0
27302,0,2,,0
27303,0,2,,0
27304,2,2,,0
27305,1,2,,0
27306,1,2,,0
27307,2,2,,0
27308,2,2,,0
27309,1,2,,0
27310,3,2,,0
27311,2,2,,0
27312,2,2,,0
27313,3,2,,0
27314,3,2,,0
27315,1,2,,0
27316,1,2,,0
27317,3,2,0.0,0
27318,3,2,,0
27319,2,2,,0
27320,3,2,,0
27321,3,2,,0
27322,3,2,,0
27323,4,2,,0
27324,1,2,,0
27325,0,2,0.0,0
27326,0,2,,0
27327,3,2,,0
27328,3,2,,0
27329,1,2,,0
27330,3,2,,0
27331,0,2,,0
27332,1,2,,0
27333,1,2,,0
27334,1,2,,0
27335,2,2,,0
27336,1,2,,0
27337,2,2,,0
27338,1,2,,0
27339,1,2,,0
27340,3,2,,0
27341,3,2,,0
27342,3,2,,0
27343,3,2,,0
27344,3,2,,0
27345,3,2,0.0,0
27346,1,2,,0
27347,3,2,,0
27348,1,2,,0
27349,3,2,,0
27350,0,2,,0
27351,0,2,,0
27352,1,2,,0
27353,3,2,,0
27354,3,2,,0
27355,0,2,,0
27356,3,2,,0
27357,3,2,0.0,0
27358,3,2,,0
27359,2,2,,0
27360,3,2,,0
27361,3,2,,0
27362,3,2,,0
27363,2,2,,0
27364,2,2,,0
27365,3,2,0.0,0
27366,0,2,,0
27367,2,2,,0
27368,2,2,,0
27369,3,2,,0
27370,3,2,,0
27371,3,2,,0
27372,3,2,,0
27373,1,2,,0
27374,2,2,,0
27375,3,2,,0
27376,1,2,,0
27377,1,2,,0
27378,3,2,0.0,0
27379,2,2,,0
27380,1,2,,0
27381,0,2,,0
27382,1,2,,0
27383,1,2,0.0,0
27384,3,2,,0
27385,2,2,,0
27386,3,2,,0
27387,3,2,,0
27388,1,2,,0
27389,2,2,,0
27390,1,2,,0
27391,0,2,,0
27392,1,2,,0
27393,1,2,,0
27394,1,2,,0
27395,2,2,,0
27396,2,2,,0
27397,3,2,,0
27398,0,2,,0
27399,0,2,,0
27400,0,2,,0
27401,3,2,,0
27402,0,2,,0
27403,3,2,,0
27404,2,2,,0
27405,2,2,,0
27406,1,2,,0
27407,3,2,,0
27408,1,2,,0
27409,1,2,,0
27410,1,2,0.0,0
27411,1,2,,0
27412,0,2,,0
27413,3,2,,0
27414,3,2,,0
27415,0,2,,0
27416,1,2,,0
27417,3,2,,0
27418,2,2,0.0,0
27419,1,2,,0
27420,1,2,,0
27421,2,2,,0
27422,3,2,,0
27423,2,2,,0
27424,1,2,,0
27425,2,2,,0
27426,2,2,,0
27427,1,2,0.0,0
27428,3,2,,0
27429,3,2,,0
27430,3,2,,0
27431,1,2,,0
27432,1,2,,0
27433,0,2,,0
27434,2,2,,0
27435,3,2,,0
27436,0,2,,0
27437,3,2,,0
27438,2,2,,0
27439,1,2,,0
27440,3,2,,0
27441,3,2,,0
27442,3,2,,0
27443,2,2,,0
27444,3,2,0.0,0
27445,3,2,,0
27446,1,2,,0
27447,3,2,,0
27448,3,2,,0
27449,3,2,,0
27450,3,2,,0
27451,3,2,,0
27452,2,2,,0
27453,1,2,,0
27454,3,2,,0
27455,2,2,0.0,0
27456,0,2,,0
27457,1,2,,0
27458,3,2,0.0,0
27459,1,2,,0
27460,1,2,0.0,0
27461,3,2,,0
27462,1,2,,0
27463,3,2,0.0,0
27464,3,2,,0
27465,2,2,,0
27466,2,2,,0
27467,3,2,,0
27468,3,2,,0
27469,4,2,,0
27470,3,2,,0
27471,0,2,,0
27472,0,2,,0
27473,3,2,,0
27474,1,2,,0
27475,3,2,,0
27476,2,2,,0
27477,1,2,,0
27478,2,2,,0
27479,3,2,,0
27480,1,2,,0
27481,1,2,,0
27482,3,2,,0
27483,1,2,0.0,0
27484,0,2,0.0,0
27485,3,2,,0
27486,1,2,0.0,0
27487,1,2,,0
27488,3,2,,0
27489,1,2,,0
27490,3,2,,0
27491,3,2,,0
27492,2,2,,0
27493,1,2,,0
27494,3,2,,0
27495,1,2,,0
27496,1,2,,0
27497,3,2,,0
27498,3,2,,0
27499,3,2,,0
27500,1,2,,0
27501,3,2,,0
27502,2,2,,0
27503,1,2,,0
27504,3,2,,0
27505,1,2,0.0,0
27506,2,2,,0
27507,2,2,,0
27508,1,2,,0
27509,3,2,,0
27510,1,2,,0
27511,2,2,,0
27512,1,2,,0
27513,3,2,,0
27514,0,2,,0
27515,0,2,,0
27516,3,2,,0
27517,1,2,,0
27518,3,2,,0
27519,1,2,0.0,0
27520,3,2,,0
27521,3,2,0.0,0
27522,1,2,,0
27523,0,2,0.0,0
27524,3,2,,0
27525,0,2,,0
27526,3,2,,0
27527,3,2,,0
27528,3,2,,0
27529,1,2,0.0,0
27530,3,2,,0
27531,0,2,,0
27532,0,2,,0
27533,3,2,,0
27534,2,2,,0
27535,1,2,,0
27536,1,2,,0
27537,3,2,0.0,0
27538,3,2,,0
27539,1,2,,0
27540,3,2,,0
27541,3,2,,0
27542,3,2,,0
27543,3,2,,0
27544,2,2,,0
27545,0,2,,0
27546,2,2,,0
27547,2,0,,0
27548,3,2,,0
27549,1,2,,0
27550,1,2,,0
27551,0,2,,0
27552,1,2,,0
27553,1,2,,0
27554,1,2,,0
27555,1,2,,0
27556,0,2,,0
27557,2,2,,0
27558,3,2,,0
27559,0,2,,0
27560,1,2,,0
27561,3,2,0.0,0
27562,1,2,,0
27563,1,2,,0
27564,1,2,,0
27565,1,2,,0
27566,3,2,0.0,0
27567,2,2,,0
27568,1,2,,0
27569,0,2,,0
27570,1,2,0.0,0
27571,1,2,,0
27572,1,2,,0
27573,3,2,,0
27574,1,2,,0
27575,1,2,,0
27576,3,2,,0
27577,3,2,,0
27578,1,2,,0
27579,2,2,,0
27580,3,2,,0
27581,2,2,0.0,0
27582,2,2,,0
27583,3,2,,0
27584,2,2,,0
27585,3,2,0.0,0
27586,1,2,,0
27587,3,2,,0
27588,0,2,,0
27589,1,2,,0
27590,3,2,,0
27591,3,2,,0
27592,1,2,,0
27593,3,2,,0
27594,2,2,0.0,0
27595,0,2,,0
27596,0,2,,0
27597,0,2,,0
27598,3,2,,0
27599,2,2,,0
27600,1,2,,0
27601,3,2,,0
27602,0,2,,0
27603,1,2,,0
27604,0,2,0.0,0
27605,1,2,,0
27606,1,2,,0
27607,0,2,,0
27608,0,2,,0
27609,3,2,,0
27610,3,2,,0
27611,2,2,,0
27612,1,2,,0
27613,1,2,,0
27614,0,2,,0
27615,0,2,,0
27616,1,2,0.0,0
27617,1,2,,0
27618,1,2,,0
27619,3,2,,0
27620,2,2,,0
27621,3,2,,0
27622,1,2,,0
27623,1,2,,0
27624,1,2,,0
27625,2,2,,0
27626,1,2,,0
27627,0,2,,0
27628,0,2,,0
27629,1,2,,0
27630,1,2,,0
27631,3,2,0.0,0
27632,1,2,,0
27633,1,2,,0
27634,2,2,,0
27635,3,2,,0
27636,3,2,0.0,0
27637,2,2,,0
27638,3,2,,0
27639,3,2,,0
27640,3,2,,0
27641,3,2,,0
27642,3,2,,0
27643,3,2,,0
27644,3,2,,0
27645,3,2,,0
27646,2,2,,0
27647,2,2,,0
27648,1,2,,0
27649,3,2,0.0,0
27650,1,2,,0
27651,3,2,,0
27652,1,2,,0
27653,2,2,,0
27654,1,2,,0
27655,3,2,,0
27656,3,2,,0
27657,3,2,,0
27658,3,2,,0
27659,1,2,,0
27660,0,2,,0
27661,3,2,,0
27662,2,2,,0
27663,3,2,,0
27664,2,2,,0
27665,1,2,,0
27666,3,2,,0
27667,3,2,,0
27668,0,2,,0
27669,1,2,0.0,0
27670,2,2,,0
27671,1,2,,0
27672,1,2,,0
27673,1,2,,0
27674,2,2,,0
27675,1,2,,0
27676,1,2,,0
27677,1,2,,0
27678,0,2,,0
27679,1,2,,0
27680,2,2,,0
27681,0,2,,0
27682,1,2,,0
27683,1,2,,0
27684,1,2,,0
27685,0,2,,0
27686,2,2,,0
27687,3,2,,0
27688,2,2,0.0,0
27689,0,2,,0
27690,1,2,,0
27691,2,2,,0
27692,0,2,,0
27693,2,2,,0
27694,2,2,,0
27695,3,2,0.0,0
27696,2,2,,0
27697,3,2,,0
27698,1,2,,0
27699,2,2,,0
27700,0,2,,0
27701,1,2,,0
27702,3,2,0.0,0
27703,2,2,,0
27704,1,2,,0
27705,0,2,,0
27706,1,2,,0
27707,3,2,,0
27708,3,2,,0
27709,2,2,,0
27710,3,2,,0
27711,1,2,,0
27712,1,2,,0
27713,3,2,,0
27714,2,2,,0
27715,1,2,,0
27716,0,2,,0
27717,2,2,,0
27718,1,2,,0
27719,2,2,,0
27720,1,2,,0
27721,1,2,,0
27722,1,2,,0
27723,1,2,,0
27724,1,2,0.0,0
27725,2,2,,0
27726,3,2,,0
27727,3,2,,0
27728,1,2,,0
27729,3,2,,0
27730,3,2,,0
27731,1,2,,0
27732,0,2,,0
27733,1,2,,0
27734,3,2,,0
27735,0,2,,0
27736,3,2,,0
27737,3,2,,0
27738,2,2,,0
27739,3,2,0.0,0
27740,1,2,,0
27741,1,2,,0
27742,0,2,0.0,0
27743,3,2,,0
27744,0,2,,0
27745,3,2,,0
27746,3,2,,0
27747,3,2,,0
27748,0,2,,0
27749,0,2,,0
27750,3,2,,0
27751,1,2,,0
27752,2,2,,0
27753,0,2,,0
27754,2,2,,0
27755,0,2,0.0,0
27756,0,2,,0
27757,3,2,,0
27758,3,2,,0
27759,0,2,,0
27760,1,2,,0
27761,1,2,,0
27762,1,2,,0
27763,3,2,,0
27764,2,2,,0
27765,3,2,,0
27766,3,2,,0
27767,3,2,,0
27768,1,2,,0
27769,2,2,,0
27770,3,2,,0
27771,1,2,,0
27772,2,2,,0
27773,1,2,,0
27774,2,2,,0
27775,1,2,,0
27776,3,2,0.0,0
27777,1,2,,0
27778,3,2,,0
27779,2,2,,0
27780,1,2,,0
27781,0,2,,0
27782,3,2,,0
27783,3,2,,0
27784,0,2,,0
27785,1,2,,0
27786,3,2,,0
27787,1,2,,0
27788,3,2,,0
27789,3,2,,0
27790,0,2,,0
27791,0,2,,0
27792,0,2,,0
27793,3,2,,0
27794,2,2,,0
27795,3,2,,0
27796,0,2,,0
27797,3,2,,0
27798,3,2,,0
27799,0,2,0.0,0
27800,3,2,,0
27801,0,2,,0
27802,0,2,,0
27803,1,2,,0
27804,2,2,,0
