ROW_ID,Cluster,Anomaly Type,Top Deviating Features,Justification,Business Implication
100469.0,cluster_2,Tipe A - Data Error,POS_MONTHS_COUNT=4.56 (120.9x dari median) | REGION_RATING_CLIENT_W_CITY=1.92 (34.6x dari median) | YEARS_EMPLOYED=4.17 (20.6x dari median) | YEARS_BIRTH=0.55 (18.6x dari median) | BUREAU_DAYS_CREDIT_MEAN=-0.78 (9.6x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
100557.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=-1.38 (103.7x dari median) | POS_SK_DPD_MEAN=4.35 (63.2x dari median) | REGION_RATING_CLIENT_W_CITY=-2.04 (34.6x dari median) | EXT_SOURCE_3=-2.61 (24.4x dari median) | POS_MONTHS_COUNT=0.84 (21.6x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
100862.0,cluster_0,Tipe A - Data Error,EXT_SOURCE_3=0.60 (283.6x dari median) | EXT_SOURCE_1=-2.91 (216.8x dari median) | CREDIT_TERM_MONTHS=1.68 (33.1x dari median) | YEARS_EMPLOYED=1.59 (12.0x dari median) | POS_MONTHS_COUNT=3.75 (10.7x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
100953.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=0.81 (59.0x dari median) | YEARS_BIRTH=-1.35 (42.3x dari median) | CREDIT_TERM_MONTHS=-1.62 (29.7x dari median) | PREV_REFUSED_COUNT=8.46 (19.6x dari median) | POS_MONTHS_COUNT=0.76 (19.4x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
101138.0,cluster_4,Tipe A - Data Error,EXT_SOURCE_1=-1.76 (131.6x dari median) | BUREAU_BB_DPD_RATIO_MEAN=13.28 (69.3x dari median) | BUREAU_ACTIVE_RATIO=2.03 (35.5x dari median) | REGION_RATING_CLIENT_W_CITY=-2.04 (34.6x dari median) | PREV_APPROVAL_RATE=0.96 (19.4x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
101289.0,cluster_2,Tipe A - Data Error,YEARS_BIRTH=1.62 (52.9x dari median) | POS_MONTHS_COUNT=1.89 (49.7x dari median) | AMT_REQ_CREDIT_BUREAU_YEAR=3.58 (27.8x dari median) | BUREAU_COUNT=3.34 (19.6x dari median) | EXT_SOURCE_3=-1.71 (16.4x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
101658.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=2.42 (179.0x dari median) | YEARS_BIRTH=-1.04 (32.2x dari median) | BUREAU_ACTIVE_RATIO=0.99 (17.7x dari median) | AMT_REQ_CREDIT_BUREAU_YEAR=1.85 (13.9x dari median) | PREV_APPROVAL_RATE=-1.44 (9.5x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
101687.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=1.74 (128.5x dari median) | POS_MONTHS_COUNT=3.75 (99.3x dari median) | INST_DPD_MAX=5.13 (50.3x dari median) | YEARS_BIRTH=1.46 (47.7x dari median) | BUREAU_ACTIVE_RATIO=2.03 (35.5x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
101816.0,cluster_4,Tipe A - Data Error,EXT_SOURCE_1=-1.70 (126.9x dari median) | POS_SK_DPD_MEAN=6.97 (34.4x dari median) | BUREAU_ACTIVE_RATIO=1.25 (22.2x dari median) | AMT_ANNUITY=-1.18 (15.1x dari median) | CREDIT_TERM_MONTHS=0.84 (12.2x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
102066.0,cluster_0,Tipe A - Data Error,EXT_SOURCE_3=-0.35 (163.9x dari median) | PREV_REFUSED_COUNT=2.89 (27.2x dari median) | BUREAU_COUNT=3.78 (13.5x dari median) | INST_LATE_RATIO=3.17 (11.6x dari median) | YEARS_EMPLOYED=1.43 (10.8x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
102177.0,cluster_2,Tipe B - Rare but Valid,AMT_REQ_CREDIT_BUREAU_YEAR=2.43 (18.5x dari median) | BUREAU_ACTIVE_RATIO=0.99 (17.7x dari median) | YEARS_BIRTH=0.41 (14.1x dari median) | POS_MONTHS_COUNT=-0.45 (13.0x dari median) | BUREAU_DEBT_TO_CREDIT_RATIO=0.91 (12.3x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
102983.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=0.83 (60.3x dari median) | REGION_RATING_CLIENT_W_CITY=1.92 (34.6x dari median) | CREDIT_TERM_MONTHS=0.87 (17.5x dari median) | OWN_CAR_AGE=6.68 (15.7x dari median) | AMT_REQ_CREDIT_BUREAU_YEAR=1.85 (13.9x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
103085.0,cluster_4,Tipe B - Rare but Valid,POS_SK_DPD_MEAN=5.71 (28.1x dari median) | CREDIT_TERM_MONTHS=1.26 (17.7x dari median) | BUREAU_ACTIVE_RATIO=-1.11 (17.7x dari median) | EXT_SOURCE_2=-2.16 (11.9x dari median) | BUREAU_DAYS_CREDIT_MEAN=1.45 (10.5x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
103362.0,cluster_1,Tipe A - Data Error,INST_PAYMENT_RATIO_MEAN=1.46 (138.1x dari median) | REGION_RATING_CLIENT_W_CITY=1.92 (34.6x dari median) | EXT_SOURCE_1=-0.37 (28.5x dari median) | EXT_SOURCE_2=-2.52 (25.5x dari median) | BUREAU_DAYS_CREDIT_MEAN=1.45 (9.3x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
103479.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=1.95 (143.9x dari median) | YEARS_BIRTH=0.87 (29.0x dari median) | INST_DPD_MAX=2.46 (24.6x dari median) | YEARS_EMPLOYED=4.44 (21.9x dari median) | EXT_SOURCE_3=-1.44 (13.9x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
103641.0,cluster_0,Tipe A - Data Error,EXT_SOURCE_3=-1.30 (608.5x dari median) | BUREAU_COUNT=3.34 (11.8x dari median) | BUREAU_BB_DPD_RATIO_MEAN=1.15 (6.9x dari median) | BUREAU_BB_SEVERE_DPD_MEAN=0.26 (6.2x dari median) | BUREAU_DEBT_TO_CREDIT_RATIO=0.29 (5.2x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
103774.0,cluster_3,Tipe A - Data Error,EXT_SOURCE_1=-1.02 (77.1x dari median) | INST_SEVERE_LATE_RATIO=6.21 (37.9x dari median) | EXT_SOURCE_3=-1.79 (17.1x dari median) | BUREAU_DAYS_CREDIT_MEAN=-1.36 (13.0x dari median) | BUREAU_BB_DPD_RATIO_MEAN=2.20 (12.3x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
103832.0,cluster_2,Tipe B - Rare but Valid,REGION_RATING_CLIENT_W_CITY=1.92 (34.6x dari median) | YEARS_BIRTH=-0.71 (21.8x dari median) | AMT_REQ_CREDIT_BUREAU_YEAR=2.43 (18.5x dari median) | PREV_APPROVAL_RATE=-1.64 (11.0x dari median) | CREDIT_TERM_MONTHS=-0.59 (10.1x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
104075.0,cluster_1,Tipe B - Rare but Valid,OWN_CAR_AGE=6.68 (15.7x dari median) | EXT_SOURCE_2=-1.29 (13.5x dari median) | BUREAU_DAYS_CREDIT_MEAN=1.45 (9.3x dari median) | CNT_CHILDREN=3.60 (7.2x dari median) | BUREAU_ACTIVE_RATIO=-1.11 (4.3x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
104229.0,cluster_3,Tipe B - Rare but Valid,INST_SEVERE_LATE_RATIO=3.82 (23.7x dari median) | BUREAU_DAYS_CREDIT_MEAN=1.45 (11.9x dari median) | YEARS_BIRTH=1.35 (11.8x dari median) | INST_DPD_MEAN=0.78 (7.9x dari median) | INST_DPD_MAX=1.07 (7.6x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
104311.0,cluster_4,Tipe B - Rare but Valid,POS_SK_DPD_MEAN=4.44 (21.6x dari median) | PREV_APPROVAL_RATE=0.96 (19.4x dari median) | CREDIT_TERM_MONTHS=-1.51 (19.0x dari median) | AMT_CREDIT=-0.96 (7.7x dari median) | BUREAU_DAYS_CREDIT_MEAN=-0.92 (5.0x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
105081.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=-1.04 (78.0x dari median) | BUREAU_ACTIVE_RATIO=2.03 (35.5x dari median) | REGION_RATING_CLIENT_W_CITY=1.92 (34.6x dari median) | CREDIT_TERM_MONTHS=1.28 (25.4x dari median) | AMT_INCOME_TOTAL=-2.51 (24.0x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
105144.0,cluster_2,Tipe A - Data Error,CC_SK_DPD_MEAN=23.91 (481.2x dari median) | EXT_SOURCE_1=-0.55 (42.0x dari median) | REGION_RATING_CLIENT_W_CITY=1.92 (34.6x dari median) | POS_MONTHS_COUNT=-1.01 (28.1x dari median) | YEARS_BIRTH=0.54 (18.3x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
105220.0,cluster_4,Tipe B - Rare but Valid,PREV_APPROVAL_RATE=0.96 (19.4x dari median) | YEARS_BIRTH=-1.36 (11.7x dari median) | EXT_SOURCE_2=-1.74 (9.8x dari median) | OWN_CAR_AGE=3.45 (8.6x dari median) | ANNUITY_TO_INCOME=0.56 (7.1x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
105455.0,cluster_4,Tipe B - Rare but Valid,BUREAU_ACTIVE_RATIO=2.03 (35.5x dari median) | PREV_APPROVAL_RATE=-1.24 (22.7x dari median) | ANNUITY_TO_INCOME=0.90 (10.8x dari median) | BUREAU_DAYS_CREDIT_MEAN=1.33 (9.7x dari median) | AMT_ANNUITY=0.75 (8.0x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
105551.0,cluster_2,Tipe B - Rare but Valid,YEARS_BIRTH=-1.31 (40.8x dari median) | REGION_RATING_CLIENT_W_CITY=1.92 (34.6x dari median) | BUREAU_ACTIVE_RATIO=0.99 (17.7x dari median) | POS_MONTHS_COUNT=0.52 (13.0x dari median) | CREDIT_TERM_MONTHS=0.60 (12.4x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
105754.0,cluster_0,Tipe A - Data Error,EXT_SOURCE_3=1.19 (559.3x dari median) | EXT_SOURCE_1=0.80 (58.3x dari median) | YEARS_EMPLOYED=3.02 (21.8x dari median) | BUREAU_ACTIVE_RATIO=-1.11 (17.7x dari median) | YEARS_BIRTH=1.35 (8.3x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
105788.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=1.51 (111.3x dari median) | POS_MONTHS_COUNT=1.29 (33.5x dari median) | YEARS_BIRTH=1.01 (33.4x dari median) | BUREAU_ACTIVE_RATIO=-1.11 (17.7x dari median) | AMT_ANNUITY=-2.06 (17.0x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
105807.0,cluster_4,Tipe A - Data Error,EXT_SOURCE_1=1.87 (137.8x dari median) | PREV_APPROVAL_RATE=-1.97 (36.7x dari median) | POS_SK_DPD_MEAN=6.22 (30.6x dari median) | EXT_SOURCE_3=-2.45 (23.0x dari median) | ANNUITY_TO_INCOME=1.08 (12.8x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
106129.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=0.78 (56.9x dari median) | CREDIT_TERM_MONTHS=1.88 (36.6x dari median) | BUREAU_DAYS_CREDIT_MEAN=1.45 (20.8x dari median) | POS_MONTHS_COUNT=0.72 (18.4x dari median) | BUREAU_ACTIVE_RATIO=-1.11 (17.7x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
106248.0,cluster_2,Tipe B - Rare but Valid,REGION_RATING_CLIENT_W_CITY=1.92 (34.6x dari median) | CREDIT_TERM_MONTHS=-1.21 (21.9x dari median) | POS_MONTHS_COUNT=0.72 (18.4x dari median) | AMT_INCOME_TOTAL=1.84 (15.8x dari median) | YEARS_EMPLOYED=2.28 (11.7x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
106510.0,cluster_4,Tipe A - Data Error,POS_SK_DPD_MEAN=12.90 (64.7x dari median) | BUREAU_ACTIVE_RATIO=1.51 (26.6x dari median) | PREV_APPROVAL_RATE=0.96 (19.4x dari median) | BUREAU_DEBT_TO_CREDIT_RATIO=3.82 (12.4x dari median) | YEARS_BIRTH=1.23 (8.7x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
106902.0,cluster_2,Tipe B - Rare but Valid,BUREAU_ACTIVE_RATIO=2.03 (35.5x dari median) | REGION_RATING_CLIENT_W_CITY=-2.04 (34.6x dari median) | AMT_REQ_CREDIT_BUREAU_YEAR=3.00 (23.2x dari median) | BUREAU_DEBT_TO_CREDIT_RATIO=1.35 (17.6x dari median) | POS_MONTHS_COUNT=-0.61 (17.3x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
107064.0,cluster_4,Tipe B - Rare but Valid,BUREAU_ACTIVE_RATIO=2.03 (35.5x dari median) | PREV_APPROVAL_RATE=-1.02 (18.5x dari median) | POS_SK_DPD_MEAN=3.65 (17.6x dari median) | YEARS_BIRTH=1.14 (7.9x dari median) | EXT_SOURCE_3=0.94 (7.5x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
107225.0,cluster_2,Tipe A - Data Error,YEARS_BIRTH=-1.63 (51.3x dari median) | CREDIT_TERM_MONTHS=-1.21 (21.9x dari median) | BUREAU_DAYS_CREDIT_MEAN=1.45 (20.8x dari median) | POS_MONTHS_COUNT=0.80 (20.5x dari median) | BUREAU_ACTIVE_RATIO=-1.11 (17.7x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
107485.0,cluster_2,Tipe A - Data Error,POS_MONTHS_COUNT=2.86 (75.6x dari median) | CREDIT_TERM_MONTHS=3.12 (60.2x dari median) | YEARS_BIRTH=1.31 (43.0x dari median) | CREDIT_TO_INCOME=9.32 (40.1x dari median) | REGION_RATING_CLIENT_W_CITY=1.92 (34.6x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
107699.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=1.23 (90.5x dari median) | YEARS_BIRTH=1.01 (33.3x dari median) | CREDIT_TERM_MONTHS=1.69 (33.2x dari median) | POS_MONTHS_COUNT=-0.89 (24.8x dari median) | YEARS_EMPLOYED=2.58 (13.2x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
107728.0,cluster_1,Tipe A - Data Error,EXT_SOURCE_1=-1.11 (83.3x dari median) | REGION_RATING_CLIENT_W_CITY=1.92 (34.6x dari median) | EXT_SOURCE_3=-1.75 (16.7x dari median) | EXT_SOURCE_2=-1.36 (14.2x dari median) | BUREAU_DAYS_CREDIT_MEAN=-1.10 (8.7x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
107925.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=-2.01 (150.6x dari median) | YEARS_BIRTH=-1.33 (41.7x dari median) | BUREAU_COUNT=4.88 (28.1x dari median) | EXT_SOURCE_3=-2.60 (24.4x dari median) | BUREAU_DEBT_TO_CREDIT_RATIO=1.14 (15.0x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
107990.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=2.08 (153.7x dari median) | REGION_RATING_CLIENT_W_CITY=-2.04 (34.6x dari median) | CREDIT_TERM_MONTHS=1.68 (32.9x dari median) | YEARS_BIRTH=0.85 (28.2x dari median) | BUREAU_ACTIVE_RATIO=-1.11 (17.7x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
108158.0,cluster_4,Tipe A - Data Error,EXT_SOURCE_1=-1.14 (85.7x dari median) | BUREAU_ACTIVE_RATIO=2.03 (35.5x dari median) | REGION_RATING_CLIENT_W_CITY=1.92 (34.6x dari median) | PREV_APPROVAL_RATE=-1.24 (22.7x dari median) | CREDIT_TERM_MONTHS=-1.07 (13.2x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
108379.0,cluster_0,Tipe A - Data Error,EXT_SOURCE_3=-1.13 (527.1x dari median) | EXT_SOURCE_1=1.72 (126.8x dari median) | REGION_RATING_CLIENT_W_CITY=-2.04 (34.6x dari median) | BUREAU_ACTIVE_RATIO=1.25 (22.2x dari median) | CC_MONTHS_COUNT=3.37 (8.7x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
108397.0,cluster_4,Tipe B - Rare but Valid,ANNUITY_TO_INCOME=1.94 (22.3x dari median) | OWN_CAR_AGE=6.79 (15.9x dari median) | AMT_ANNUITY=1.00 (10.9x dari median) | YEARS_BIRTH=-1.24 (10.7x dari median) | EXT_SOURCE_3=-0.87 (8.8x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
108436.0,cluster_1,Tipe B - Rare but Valid,REGION_RATING_CLIENT_W_CITY=-2.04 (34.6x dari median) | INST_SEVERE_LATE_RATIO=3.82 (23.7x dari median) | INST_DPD_MEAN=1.43 (13.6x dari median) | EXT_SOURCE_2=-1.13 (11.9x dari median) | INST_DPD_MAX=1.73 (11.8x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
108528.0,cluster_4,Tipe A - Data Error,EXT_SOURCE_1=2.29 (168.9x dari median) | CREDIT_TERM_MONTHS=1.16 (16.4x dari median) | BUREAU_ACTIVE_RATIO=0.86 (15.5x dari median) | EXT_SOURCE_3=-0.98 (9.8x dari median) | AMT_ANNUITY=-0.51 (7.1x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
109324.0,cluster_3,Tipe B - Rare but Valid,INST_SEVERE_LATE_RATIO=4.74 (29.1x dari median) | EXT_SOURCE_3=-1.94 (18.4x dari median) | INST_DPD_MEAN=1.56 (14.7x dari median) | BUREAU_ACTIVE_RATIO=2.03 (13.4x dari median) | INST_LATE_RATIO=4.14 (7.6x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
109409.0,cluster_3,Tipe C - Risk Signal,YEARS_BIRTH=1.68 (14.4x dari median) | EXT_SOURCE_3=1.33 (11.0x dari median) | CC_MONTHS_COUNT=3.45 (8.9x dari median) | AMT_INCOME_TOTAL=-1.40 (8.7x dari median) | CREDIT_TO_INCOME=4.42 (7.6x dari median),Kombinasi finansial kontradiktif (contoh: rasio cicilan atau kredit terlalu besar di saat income rendah / profil berisiko).,Tim analis risiko (Underwriting) wajib memberikan manual review sebelum memberikan persetujuan.
109624.0,cluster_2,Tipe B - Rare but Valid,EXT_SOURCE_1=0.58 (42.0x dari median) | REGION_RATING_CLIENT_W_CITY=-2.04 (34.6x dari median) | BUREAU_DAYS_CREDIT_MEAN=1.45 (20.8x dari median) | BUREAU_ACTIVE_RATIO=-1.11 (17.7x dari median) | POS_MONTHS_COUNT=0.52 (13.0x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
110051.0,cluster_4,Tipe A - Data Error,BUREAU_BB_SEVERE_DPD_MEAN=3.04 (60.4x dari median) | BUREAU_COUNT=4.44 (25.7x dari median) | PREV_APPROVAL_RATE=-1.35 (24.8x dari median) | POS_SK_DPD_MEAN=3.56 (17.1x dari median) | BUREAU_BB_DPD_RATIO_MEAN=2.16 (12.1x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
110231.0,cluster_2,Tipe B - Rare but Valid,POS_MONTHS_COUNT=-1.13 (31.3x dari median) | YEARS_BIRTH=0.70 (23.3x dari median) | BUREAU_DAYS_CREDIT_MEAN=1.45 (20.8x dari median) | BUREAU_ACTIVE_RATIO=-1.11 (17.7x dari median) | CREDIT_TERM_MONTHS=-0.90 (16.2x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
110259.0,cluster_0,Tipe A - Data Error,EXT_SOURCE_3=-0.65 (300.9x dari median) | EXT_SOURCE_1=0.91 (66.5x dari median) | PREV_REFUSED_COUNT=5.12 (48.9x dari median) | BUREAU_ACTIVE_RATIO=0.46 (8.9x dari median) | YEARS_BIRTH=-0.85 (6.9x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
110413.0,cluster_1,Tipe B - Rare but Valid,REGION_RATING_CLIENT_W_CITY=-2.04 (34.6x dari median) | EXT_SOURCE_2=-2.23 (22.7x dari median) | BUREAU_DAYS_CREDIT_MEAN=1.45 (9.3x dari median) | INST_LATE_RATIO=3.40 (6.4x dari median) | INST_DPD_MEAN=0.58 (6.1x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
110460.0,cluster_4,Tipe A - Data Error,EXT_SOURCE_1=-1.43 (107.3x dari median) | POS_SK_DPD_MEAN=11.81 (59.1x dari median) | PREV_APPROVAL_RATE=-1.10 (20.0x dari median) | YEARS_BIRTH=-1.21 (10.4x dari median) | AMT_ANNUITY=-0.73 (9.7x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
110514.0,cluster_2,Tipe A - Data Error,EXT_SOURCE_1=2.06 (151.7x dari median) | BUREAU_DEBT_TO_CREDIT_RATIO=1.27 (16.6x dari median) | POS_MONTHS_COUNT=0.64 (16.2x dari median) | YEARS_EMPLOYED=2.52 (12.9x dari median) | BUREAU_DAYS_CREDIT_MEAN=-1.00 (12.7x dari median),"Deviasi fitur lebih dari 50x median klaster, kemungkinan kesalahan input sistem.",Tim data engineering perlu memperbaiki flow pipeline ingestion untuk capping nilai ekstrem.
110622.0,cluster_2,Tipe B - Rare but Valid,YEARS_BIRTH=1.44 (47.0x dari median) | AMT_REQ_CREDIT_BUREAU_YEAR=3.58 (27.8x dari median) | AMT_ANNUITY=-2.39 (19.6x dari median) | CREDIT_TERM_MONTHS=0.71 (14.5x dari median) | PREV_COUNT=3.60 (10.7x dari median),Keadaan ekstrem secara statistik namun masih masuk secara logika riil (Tail-end customer).,"Berpeluang cross-selling khusus untuk Very High Net Worth Individual, bila bukan risiko gagal bayar."
