field,label,bin_left,bin_right,bin_mid,applications,median,skewness,display_trim_quantile,share_beyond_display_range,zero_share
CREDIT_TO_INCOME,Loan amount as a multiple of income,8.590562475,8.908553395726495,8.749557935363248,1955,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,8.908553395726495,9.22654431645299,9.067548856089743,2215,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,9.22654431645299,9.544535237179486,9.385539776816238,2090,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,9.544535237179486,9.862526157905982,9.703530697542735,1632,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,9.862526157905982,10.180517078632478,10.02152161826923,2368,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,10.180517078632478,10.498507999358974,10.339512538995727,892,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,10.498507999358974,10.81649892008547,10.657503459722221,855,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,10.81649892008547,11.134489840811966,10.975494380448719,822,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,11.134489840811966,11.452480761538462,11.293485301175213,1280,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,11.452480761538462,11.770471682264956,11.61147622190171,676,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,11.770471682264956,12.088462602991452,11.929467142628205,857,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,12.088462602991452,12.406453523717948,12.2474580633547,390,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
CREDIT_TO_INCOME,Loan amount as a multiple of income,12.406453523717948,12.724444444444444,12.565448984081197,574,3.158857142857143,1.8704271199502898,0.99,0.009992842205723428,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.00022388461538461538,0.0123295375,0.0062767110576923075,43,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.0123295375,0.024435190384615384,0.018382363942307692,501,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.024435190384615384,0.036540843269230766,0.030488016826923075,2119,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.036540843269230766,0.048646496153846155,0.04259366971153846,4731,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.048646496153846155,0.06075214903846153,0.05469932259615384,8871,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.06075214903846153,0.07285780192307692,0.06680497548076922,10882,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.07285780192307692,0.0849634548076923,0.07891062836538461,14989,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.0849634548076923,0.09706910769230769,0.09101628125,16465,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.09706910769230769,0.10917476057692307,0.10312193413461537,20931,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.10917476057692307,0.12128041346153845,0.11522758701923076,20996,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.12128041346153845,0.13338606634615383,0.12733323990384615,22065,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.13338606634615383,0.14549171923076923,0.13943889278846153,22269,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.14549171923076923,0.1575973721153846,0.1515445456730769,23524,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.1575973721153846,0.16970302499999998,0.1636501985576923,20161,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.16970302499999998,0.18180867788461538,0.17575585144230768,18945,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.18180867788461538,0.19391433076923076,0.18786150432692306,17221,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.19391433076923076,0.20601998365384613,0.19996715721153846,16394,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.20601998365384613,0.21812563653846154,0.21207281009615384,14095,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.21812563653846154,0.2302312894230769,0.2241784629807692,12963,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.2302312894230769,0.2423369423076923,0.23628411586538461,12625,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.2423369423076923,0.2544425951923077,0.24838976875000002,10005,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.2544425951923077,0.26654824807692307,0.26049542163461537,9041,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.26654824807692307,0.27865390096153847,0.27260107451923077,7912,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.27865390096153847,0.2907595538461539,0.28470672740384617,6865,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.2907595538461539,0.3028652067307692,0.2968123802884616,6389,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.3028652067307692,0.3149708596153846,0.3089180331730769,4829,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.3149708596153846,0.3270765125,0.3210236860576923,4529,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.3270765125,0.3391821653846154,0.3331293389423077,3784,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.3391821653846154,0.3512878182692308,0.3452349918269231,3270,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.3512878182692308,0.3633934711538462,0.3573406447115385,2986,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.3633934711538462,0.37549912403846153,0.3694462975961539,2314,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.37549912403846153,0.38760477692307693,0.38155195048076923,2055,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.38760477692307693,0.39971042980769234,0.39365760336538463,2159,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.39971042980769234,0.4118160826923077,0.40576325625,1277,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.4118160826923077,0.4239217355769231,0.4178689091346154,1074,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.4239217355769231,0.4360273884615385,0.4299745620192308,846,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.4360273884615385,0.44813304134615384,0.4420802149038462,810,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.44813304134615384,0.46023869423076924,0.45418586778846154,589,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.46023869423076924,0.47234434711538464,0.46629152067307694,606,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
ANNUITY_TO_INCOME,Scheduled payment as a share of income,0.47234434711538464,0.48445,0.4783971735576923,526,0.16318181818181818,1.5363116365620408,0.99,0.01000227388207816,0.0
