antecedents,consequents,support,confidence,lift,algorithm,context,context_n,support_count,rule_str,normalized_rule
frozenset({'cluster_2_thin_file'}),frozenset({'burden_under_20pct'}),0.2836675976477523,0.8295682153997701,1.2636571868615505,eclat,Portfolio-wide,356255,101058,{cluster_2_thin_file} -> {burden_under_20pct},{cluster_2_thin_file} -> {burden_under_20pct}
frozenset({'burden_under_20pct'}),frozenset({'cluster_2_thin_file'}),0.2836675976477523,0.43210261892036345,1.2636571868615505,eclat,Portfolio-wide,356255,101058,{burden_under_20pct} -> {cluster_2_thin_file},{burden_under_20pct} -> {cluster_2_thin_file}
"frozenset({'credit_file_deep', 'cluster_2_thin_file'})",frozenset({'burden_under_20pct'}),0.047216179422043196,0.9034319780869005,1.376171712895131,eclat,Portfolio-wide,356255,16821,"{cluster_2_thin_file, credit_file_deep} -> {burden_under_20pct}","{cluster_2_thin_file, credit_file_deep} -> {burden_under_20pct}"
"frozenset({'credit_file_established', 'cluster_2_thin_file'})",frozenset({'burden_under_20pct'}),0.1135450730516063,0.8536847881141315,1.300393262168252,eclat,Portfolio-wide,356255,40451,"{cluster_2_thin_file, credit_file_established} -> {burden_under_20pct}","{cluster_2_thin_file, credit_file_established} -> {burden_under_20pct}"
"frozenset({'credit_file_established', 'burden_under_20pct'})",frozenset({'cluster_2_thin_file'}),0.1135450730516063,0.42066347753743766,1.230204130603348,eclat,Portfolio-wide,356255,40451,"{burden_under_20pct, credit_file_established} -> {cluster_2_thin_file}","{burden_under_20pct, credit_file_established} -> {cluster_2_thin_file}"
"frozenset({'burden_under_20pct', 'credit_file_none'})",frozenset({'cluster_2_thin_file'}),0.04879089416288894,0.5859035291738295,1.7134383663259123,eclat,Portfolio-wide,356255,17382,"{burden_under_20pct, credit_file_none} -> {cluster_2_thin_file}","{burden_under_20pct, credit_file_none} -> {cluster_2_thin_file}"
"frozenset({'credit_file_thin', 'cluster_2_thin_file'})",frozenset({'burden_under_20pct'}),0.07411545101121388,0.8016759776536313,1.221169750588966,eclat,Portfolio-wide,356255,26404,"{cluster_2_thin_file, credit_file_thin} -> {burden_under_20pct}","{cluster_2_thin_file, credit_file_thin} -> {burden_under_20pct}"
"frozenset({'burden_under_20pct', 'credit_file_thin'})",frozenset({'cluster_2_thin_file'}),0.07411545101121388,0.5156930528700612,1.508112202842092,eclat,Portfolio-wide,356255,26404,"{burden_under_20pct, credit_file_thin} -> {cluster_2_thin_file}","{burden_under_20pct, credit_file_thin} -> {cluster_2_thin_file}"
"frozenset({'cluster_2_thin_file', 'credit_medium'})",frozenset({'burden_under_20pct'}),0.0818627106987972,0.7880032423669279,1.2003424697356704,eclat,Portfolio-wide,356255,29164,"{cluster_2_thin_file, credit_medium} -> {burden_under_20pct}","{cluster_2_thin_file, credit_medium} -> {burden_under_20pct}"
"frozenset({'credit_small', 'cluster_2_thin_file'})",frozenset({'burden_under_20pct'}),0.20104419587093514,0.8473286958167707,1.2907112112376427,eclat,Portfolio-wide,356255,71623,"{cluster_2_thin_file, credit_small} -> {burden_under_20pct}","{cluster_2_thin_file, credit_small} -> {burden_under_20pct}"
"frozenset({'burden_under_20pct', 'credit_small'})",frozenset({'cluster_2_thin_file'}),0.20104419587093514,0.7057565724646249,2.0639411239811603,eclat,Portfolio-wide,356255,71623,"{burden_under_20pct, credit_small} -> {cluster_2_thin_file}","{burden_under_20pct, credit_small} -> {cluster_2_thin_file}"
"frozenset({'burden_under_20pct', 'cluster_2_thin_file'})",frozenset({'credit_small'}),0.20104419587093514,0.7087316194660492,2.121740011368622,eclat,Portfolio-wide,356255,71623,"{burden_under_20pct, cluster_2_thin_file} -> {credit_small}","{burden_under_20pct, cluster_2_thin_file} -> {credit_small}"
"frozenset({'external_score_middle', 'cluster_2_thin_file'})",frozenset({'burden_under_20pct'}),0.09268922541438016,0.8472788853821877,1.2906353364482364,eclat,Portfolio-wide,356255,33021,"{cluster_2_thin_file, external_score_middle} -> {burden_under_20pct}","{cluster_2_thin_file, external_score_middle} -> {burden_under_20pct}"
"frozenset({'burden_under_20pct', 'external_score_middle'})",frozenset({'cluster_2_thin_file'}),0.09268922541438016,0.4196180092257253,1.2271467236636904,eclat,Portfolio-wide,356255,33021,"{burden_under_20pct, external_score_middle} -> {cluster_2_thin_file}","{burden_under_20pct, external_score_middle} -> {cluster_2_thin_file}"
"frozenset({'external_score_strong', 'cluster_2_thin_file'})",frozenset({'burden_under_20pct'}),0.07887047199337553,0.8482671174978867,1.2921406817496939,eclat,Portfolio-wide,356255,28098,"{cluster_2_thin_file, external_score_strong} -> {burden_under_20pct}","{cluster_2_thin_file, external_score_strong} -> {burden_under_20pct}"
"frozenset({'external_score_weak', 'cluster_2_thin_file'})",frozenset({'burden_under_20pct'}),0.11186088616300122,0.8031884875846501,1.2234737130709548,eclat,Portfolio-wide,356255,39851,"{cluster_2_thin_file, external_score_weak} -> {burden_under_20pct}","{cluster_2_thin_file, external_score_weak} -> {burden_under_20pct}"
"frozenset({'external_score_weak', 'burden_under_20pct'})",frozenset({'cluster_2_thin_file'}),0.11186088616300122,0.5003515556336791,1.463246950026895,eclat,Portfolio-wide,356255,39851,"{burden_under_20pct, external_score_weak} -> {cluster_2_thin_file}","{burden_under_20pct, external_score_weak} -> {cluster_2_thin_file}"
"frozenset({'burden_under_20pct', 'income_q1'})",frozenset({'cluster_2_thin_file'}),0.10673253708719878,0.7,2.0471063864718437,eclat,Portfolio-wide,356255,38024,"{burden_under_20pct, income_q1} -> {cluster_2_thin_file}","{burden_under_20pct, income_q1} -> {cluster_2_thin_file}"
"frozenset({'income_q2', 'cluster_2_thin_file'})",frozenset({'burden_under_20pct'}),0.058056729028364513,0.8753967918059847,1.3334665272681607,eclat,Portfolio-wide,356255,20683,"{cluster_2_thin_file, income_q2} -> {burden_under_20pct}","{cluster_2_thin_file, income_q2} -> {burden_under_20pct}"
"frozenset({'income_q2', 'burden_under_20pct'})",frozenset({'cluster_2_thin_file'}),0.058056729028364513,0.5250691782386839,1.535532097302761,eclat,Portfolio-wide,356255,20683,"{burden_under_20pct, income_q2} -> {cluster_2_thin_file}","{burden_under_20pct, income_q2} -> {cluster_2_thin_file}"
"frozenset({'income_q3', 'cluster_2_thin_file'})",frozenset({'burden_under_20pct'}),0.07309371096546013,0.9466337065580922,1.4419796520784742,eclat,Portfolio-wide,356255,26040,"{cluster_2_thin_file, income_q3} -> {burden_under_20pct}","{cluster_2_thin_file, income_q3} -> {burden_under_20pct}"
"frozenset({'income_q4', 'cluster_2_thin_file'})",frozenset({'burden_under_20pct'}),0.04578462056672889,0.984666465439179,1.4999138498985987,eclat,Portfolio-wide,356255,16311,"{cluster_2_thin_file, income_q4} -> {burden_under_20pct}","{cluster_2_thin_file, income_q4} -> {burden_under_20pct}"
"frozenset({'leverage_under_3x', 'cluster_2_thin_file'})",frozenset({'burden_under_20pct'}),0.24524848774052294,0.9142860132688726,1.3927053496829598,eclat,Portfolio-wide,356255,87371,"{cluster_2_thin_file, leverage_under_3x} -> {burden_under_20pct}","{cluster_2_thin_file, leverage_under_3x} -> {burden_under_20pct}"
"frozenset({'burden_under_20pct', 'leverage_under_3x'})",frozenset({'cluster_2_thin_file'}),0.24524848774052294,0.5676648496228389,1.6601004843407035,eclat,Portfolio-wide,356255,87371,"{burden_under_20pct, leverage_under_3x} -> {cluster_2_thin_file}","{burden_under_20pct, leverage_under_3x} -> {cluster_2_thin_file}"
"frozenset({'burden_under_20pct', 'cluster_2_thin_file'})",frozenset({'leverage_under_3x'}),0.24524848774052294,0.8645629242613153,1.8221797456248552,eclat,Portfolio-wide,356255,87371,"{burden_under_20pct, cluster_2_thin_file} -> {leverage_under_3x}","{burden_under_20pct, cluster_2_thin_file} -> {leverage_under_3x}"
"frozenset({'previous_approval_high', 'cluster_2_thin_file'})",frozenset({'burden_under_20pct'}),0.173215814514884,0.8231598324573806,1.2538954831089433,eclat,Portfolio-wide,356255,61709,"{cluster_2_thin_file, previous_approval_high} -> {burden_under_20pct}","{cluster_2_thin_file, previous_approval_high} -> {burden_under_20pct}"
"frozenset({'burden_under_20pct', 'previous_approval_high'})",frozenset({'cluster_2_thin_file'}),0.173215814514884,0.5249060070430921,1.5350549133076405,eclat,Portfolio-wide,356255,61709,"{burden_under_20pct, previous_approval_high} -> {cluster_2_thin_file}","{burden_under_20pct, previous_approval_high} -> {cluster_2_thin_file}"
"frozenset({'previous_deep', 'cluster_2_thin_file'})",frozenset({'burden_under_20pct'}),0.06306157106566926,0.8505982129335151,1.2956915717739368,eclat,Portfolio-wide,356255,22466,"{cluster_2_thin_file, previous_deep} -> {burden_under_20pct}","{cluster_2_thin_file, previous_deep} -> {burden_under_20pct}"
"frozenset({'cluster_2_thin_file', 'previous_one'})",frozenset({'burden_under_20pct'}),0.0680102735400205,0.8068802451045691,1.2290972601591803,eclat,Portfolio-wide,356255,24229,"{cluster_2_thin_file, previous_one} -> {burden_under_20pct}","{cluster_2_thin_file, previous_one} -> {burden_under_20pct}"
"frozenset({'burden_under_20pct', 'previous_one'})",frozenset({'cluster_2_thin_file'}),0.0680102735400205,0.6535131490222522,1.9111584871525404,eclat,Portfolio-wide,356255,24229,"{burden_under_20pct, previous_one} -> {cluster_2_thin_file}","{burden_under_20pct, previous_one} -> {cluster_2_thin_file}"
"frozenset({'previous_outcome_mixed', 'cluster_2_thin_file'})",frozenset({'burden_under_20pct'}),0.08764227870486029,0.8329242917355814,1.268769400544135,eclat,Portfolio-wide,356255,31223,"{cluster_2_thin_file, previous_outcome_mixed} -> {burden_under_20pct}","{cluster_2_thin_file, previous_outcome_mixed} -> {burden_under_20pct}"
"frozenset({'cluster_2_thin_file', 'previous_two_to_four'})",frozenset({'burden_under_20pct'}),0.13618615879075383,0.8252593978567784,1.2570936901484409,eclat,Portfolio-wide,356255,48517,"{cluster_2_thin_file, previous_two_to_four} -> {burden_under_20pct}","{cluster_2_thin_file, previous_two_to_four} -> {burden_under_20pct}"
"frozenset({'burden_under_20pct', 'previous_two_to_four'})",frozenset({'cluster_2_thin_file'}),0.13618615879075383,0.56154585122513,1.642205854771045,eclat,Portfolio-wide,356255,48517,"{burden_under_20pct, previous_two_to_four} -> {cluster_2_thin_file}","{burden_under_20pct, previous_two_to_four} -> {cluster_2_thin_file}"
"frozenset({'burden_under_20pct', 'cluster_2_thin_file'})",frozenset({'previous_two_to_four'}),0.13618615879075383,0.48009064101802934,1.249687212782789,eclat,Portfolio-wide,356255,48517,"{burden_under_20pct, cluster_2_thin_file} -> {previous_two_to_four}","{burden_under_20pct, cluster_2_thin_file} -> {previous_two_to_four}"
"frozenset({'repayment_clean_observed', 'cluster_2_thin_file'})",frozenset({'burden_under_20pct'}),0.15688481565171014,0.8274019245003701,1.2603573388044014,eclat,Portfolio-wide,356255,55891,"{cluster_2_thin_file, repayment_clean_observed} -> {burden_under_20pct}","{cluster_2_thin_file, repayment_clean_observed} -> {burden_under_20pct}"
"frozenset({'burden_under_20pct', 'repayment_clean_observed'})",frozenset({'cluster_2_thin_file'}),0.15688481565171014,0.5449271688473764,1.5936055535849785,eclat,Portfolio-wide,356255,55891,"{burden_under_20pct, repayment_clean_observed} -> {cluster_2_thin_file}","{burden_under_20pct, repayment_clean_observed} -> {cluster_2_thin_file}"
"frozenset({'burden_under_20pct', 'cluster_2_thin_file'})",frozenset({'repayment_clean_observed'}),0.15688481565171014,0.553058639593105,1.2334258094191985,eclat,Portfolio-wide,356255,55891,"{burden_under_20pct, cluster_2_thin_file} -> {repayment_clean_observed}","{burden_under_20pct, cluster_2_thin_file} -> {repayment_clean_observed}"
"frozenset({'repayment_some_late', 'cluster_2_thin_file'})",frozenset({'burden_under_20pct'}),0.10362240529957474,0.8247173942183103,1.256268071735945,eclat,Portfolio-wide,356255,36916,"{cluster_2_thin_file, repayment_some_late} -> {burden_under_20pct}","{cluster_2_thin_file, repayment_some_late} -> {burden_under_20pct}"
"frozenset({'burden_under_20pct', 'credit_large'})",frozenset({'cluster_3_high_exposure'}),0.09589760143717281,0.635597477256237,1.8879476663575105,eclat,Portfolio-wide,356255,34164,"{burden_under_20pct, credit_large} -> {cluster_3_high_exposure}","{burden_under_20pct, credit_large} -> {cluster_3_high_exposure}"
"frozenset({'burden_under_20pct', 'cluster_3_high_exposure'})",frozenset({'credit_large'}),0.09589760143717281,0.6844435540418712,2.125343755187808,eclat,Portfolio-wide,356255,34164,"{burden_under_20pct, cluster_3_high_exposure} -> {credit_large}","{burden_under_20pct, cluster_3_high_exposure} -> {credit_large}"
"frozenset({'burden_under_20pct', 'cluster_3_high_exposure'})",frozenset({'external_score_strong'}),0.063754894668145,0.45503355704697984,1.365786909528627,eclat,Portfolio-wide,356255,22713,"{burden_under_20pct, cluster_3_high_exposure} -> {external_score_strong}","{burden_under_20pct, cluster_3_high_exposure} -> {external_score_strong}"
"frozenset({'burden_under_20pct', 'cluster_3_high_exposure'})",frozenset({'income_q4'}),0.07456176053669422,0.5321646799559251,2.2412380666473353,eclat,Portfolio-wide,356255,26563,"{burden_under_20pct, cluster_3_high_exposure} -> {income_q4}","{burden_under_20pct, cluster_3_high_exposure} -> {income_q4}"
"frozenset({'burden_under_20pct', 'leverage_3_to_6x'})",frozenset({'cluster_3_high_exposure'}),0.09511164755582378,0.4560860377155318,1.354735664276635,eclat,Portfolio-wide,356255,33884,"{burden_under_20pct, leverage_3_to_6x} -> {cluster_3_high_exposure}","{burden_under_20pct, leverage_3_to_6x} -> {cluster_3_high_exposure}"
"frozenset({'burden_under_20pct', 'cluster_3_high_exposure'})",frozenset({'leverage_3_to_6x'}),0.09511164755582378,0.6788340178303116,1.8874130819946435,eclat,Portfolio-wide,356255,33884,"{burden_under_20pct, cluster_3_high_exposure} -> {leverage_3_to_6x}","{burden_under_20pct, cluster_3_high_exposure} -> {leverage_3_to_6x}"
"frozenset({'cluster_3_high_exposure', 'leverage_under_3x'})",frozenset({'burden_under_20pct'}),0.03317848170551992,0.8257073000349283,1.2577759665374384,eclat,Portfolio-wide,356255,11820,"{cluster_3_high_exposure, leverage_under_3x} -> {burden_under_20pct}","{cluster_3_high_exposure, leverage_under_3x} -> {burden_under_20pct}"
"frozenset({'burden_under_20pct', 'cluster_3_high_exposure'})",frozenset({'previous_two_to_four'}),0.06525943495529887,0.4657718120805369,1.2124149648021487,eclat,Portfolio-wide,356255,23249,"{burden_under_20pct, cluster_3_high_exposure} -> {previous_two_to_four}","{burden_under_20pct, cluster_3_high_exposure} -> {previous_two_to_four}"
"frozenset({'credit_file_deep', 'cluster_4_history_rich'})",frozenset({'burden_under_20pct'}),0.043561493873770195,0.7983024691358025,1.2160309829694296,eclat,Portfolio-wide,356255,15519,"{cluster_4_history_rich, credit_file_deep} -> {burden_under_20pct}","{cluster_4_history_rich, credit_file_deep} -> {burden_under_20pct}"
"frozenset({'burden_under_20pct', 'cluster_4_history_rich'})",frozenset({'credit_file_deep'}),0.043561493873770195,0.38608319235744853,1.7487008797063484,eclat,Portfolio-wide,356255,15519,"{burden_under_20pct, cluster_4_history_rich} -> {credit_file_deep}","{burden_under_20pct, cluster_4_history_rich} -> {credit_file_deep}"
"frozenset({'burden_under_20pct', 'cluster_4_history_rich'})",frozenset({'credit_medium'}),0.04757827960309329,0.42168374962682853,1.2260821721373896,eclat,Portfolio-wide,356255,16950,"{burden_under_20pct, cluster_4_history_rich} -> {credit_medium}","{burden_under_20pct, cluster_4_history_rich} -> {credit_medium}"
"frozenset({'credit_small', 'cluster_4_history_rich'})",frozenset({'burden_under_20pct'}),0.043140447151618924,0.88185678218958,1.3433068431382098,eclat,Portfolio-wide,356255,15369,"{cluster_4_history_rich, credit_small} -> {burden_under_20pct}","{cluster_4_history_rich, credit_small} -> {burden_under_20pct}"
"frozenset({'income_q3', 'cluster_4_history_rich'})",frozenset({'burden_under_20pct'}),0.035505466589942594,0.809691460760466,1.2333795033809507,eclat,Portfolio-wide,356255,12649,"{cluster_4_history_rich, income_q3} -> {burden_under_20pct}","{cluster_4_history_rich, income_q3} -> {burden_under_20pct}"
"frozenset({'income_q4', 'cluster_4_history_rich'})",frozenset({'burden_under_20pct'}),0.04155450449818248,0.9175085218469167,1.3976141034765295,eclat,Portfolio-wide,356255,14804,"{cluster_4_history_rich, income_q4} -> {burden_under_20pct}","{cluster_4_history_rich, income_q4} -> {burden_under_20pct}"
"frozenset({'burden_under_20pct', 'cluster_4_history_rich'})",frozenset({'income_q4'}),0.04155450449818248,0.36829535277142,1.5510942298331036,eclat,Portfolio-wide,356255,14804,"{burden_under_20pct, cluster_4_history_rich} -> {income_q4}","{burden_under_20pct, cluster_4_history_rich} -> {income_q4}"
"frozenset({'leverage_under_3x', 'cluster_4_history_rich'})",frozenset({'burden_under_20pct'}),0.08006063072798979,0.9206882081409987,1.4024576273277243,eclat,Portfolio-wide,356255,28522,"{cluster_4_history_rich, leverage_under_3x} -> {burden_under_20pct}","{cluster_4_history_rich, leverage_under_3x} -> {burden_under_20pct}"
"frozenset({'burden_under_20pct', 'cluster_4_history_rich'})",frozenset({'leverage_under_3x'}),0.08006063072798979,0.7095730918499353,1.4955183477409393,eclat,Portfolio-wide,356255,28522,"{burden_under_20pct, cluster_4_history_rich} -> {leverage_under_3x}","{burden_under_20pct, cluster_4_history_rich} -> {leverage_under_3x}"
"frozenset({'burden_under_20pct', 'previous_deep'})",frozenset({'cluster_4_history_rich'}),0.10923636159492499,0.3955440814750066,2.6930122070457987,eclat,Portfolio-wide,356255,38916,"{burden_under_20pct, previous_deep} -> {cluster_4_history_rich}","{burden_under_20pct, previous_deep} -> {cluster_4_history_rich}"
"frozenset({'burden_under_20pct', 'cluster_4_history_rich'})",frozenset({'previous_deep'}),0.10923636159492499,0.9681560354264106,2.4368923207418267,eclat,Portfolio-wide,356255,38916,"{burden_under_20pct, cluster_4_history_rich} -> {previous_deep}","{burden_under_20pct, cluster_4_history_rich} -> {previous_deep}"
"frozenset({'previous_outcome_mixed', 'cluster_4_history_rich'})",frozenset({'burden_under_20pct'}),0.044333412864380854,0.7885172241637544,1.201125403290041,eclat,Portfolio-wide,356255,15794,"{cluster_4_history_rich, previous_outcome_mixed} -> {burden_under_20pct}","{cluster_4_history_rich, previous_outcome_mixed} -> {burden_under_20pct}"
"frozenset({'burden_under_20pct', 'cluster_4_history_rich'})",frozenset({'previous_outcome_mixed'}),0.044333412864380854,0.39292466912130564,1.2146416590551499,eclat,Portfolio-wide,356255,15794,"{burden_under_20pct, cluster_4_history_rich} -> {previous_outcome_mixed}","{burden_under_20pct, cluster_4_history_rich} -> {previous_outcome_mixed}"
"frozenset({'burden_under_20pct', 'previous_refusals_repeated'})",frozenset({'cluster_4_history_rich'}),0.04672495824620005,0.6266611452019726,4.266543712187607,eclat,Portfolio-wide,356255,16646,"{burden_under_20pct, previous_refusals_repeated} -> {cluster_4_history_rich}","{burden_under_20pct, previous_refusals_repeated} -> {cluster_4_history_rich}"
"frozenset({'burden_under_20pct', 'cluster_4_history_rich'})",frozenset({'previous_refusals_repeated'}),0.04672495824620005,0.41412080804060103,4.001643931553225,eclat,Portfolio-wide,356255,16646,"{burden_under_20pct, cluster_4_history_rich} -> {previous_refusals_repeated}","{burden_under_20pct, cluster_4_history_rich} -> {previous_refusals_repeated}"
"frozenset({'burden_under_20pct', 'cluster_4_history_rich'})",frozenset({'repayment_some_late'}),0.07106145878654335,0.6298139118320232,1.416245480055529,eclat,Portfolio-wide,356255,25316,"{burden_under_20pct, cluster_4_history_rich} -> {repayment_some_late}","{burden_under_20pct, cluster_4_history_rich} -> {repayment_some_late}"
"frozenset({'credit_file_deep', 'credit_small'})",frozenset({'burden_under_20pct'}),0.05926934358816017,0.9102862562510778,1.3866126358983548,eclat,Portfolio-wide,356255,21115,"{credit_file_deep, credit_small} -> {burden_under_20pct}","{credit_file_deep, credit_small} -> {burden_under_20pct}"
"frozenset({'credit_file_deep', 'income_q4'})",frozenset({'burden_under_20pct'}),0.062020182172881785,0.898535990239935,1.368713796698784,eclat,Portfolio-wide,356255,22095,"{credit_file_deep, income_q4} -> {burden_under_20pct}","{credit_file_deep, income_q4} -> {burden_under_20pct}"
"frozenset({'credit_file_deep', 'burden_under_20pct'})",frozenset({'income_q4'}),0.062020182172881785,0.38867486410892393,1.636923557313213,eclat,Portfolio-wide,356255,22095,"{burden_under_20pct, credit_file_deep} -> {income_q4}","{burden_under_20pct, credit_file_deep} -> {income_q4}"
"frozenset({'credit_file_deep', 'leverage_under_3x'})",frozenset({'burden_under_20pct'}),0.10317890275224208,0.9416677340847958,1.4344151303319248,eclat,Portfolio-wide,356255,36758,"{credit_file_deep, leverage_under_3x} -> {burden_under_20pct}","{credit_file_deep, leverage_under_3x} -> {burden_under_20pct}"
"frozenset({'credit_file_deep', 'burden_under_20pct'})",frozenset({'leverage_under_3x'}),0.10317890275224208,0.6466128379685823,1.3628213557897504,eclat,Portfolio-wide,356255,36758,"{burden_under_20pct, credit_file_deep} -> {leverage_under_3x}","{burden_under_20pct, credit_file_deep} -> {leverage_under_3x}"
"frozenset({'credit_file_deep', 'burden_under_20pct'})",frozenset({'previous_deep'}),0.0838837349651233,0.5256917691346948,1.3231898458571307,eclat,Portfolio-wide,356255,29884,"{burden_under_20pct, credit_file_deep} -> {previous_deep}","{burden_under_20pct, credit_file_deep} -> {previous_deep}"
"frozenset({'credit_file_established', 'credit_small'})",frozenset({'burden_under_20pct'}),0.11361805448344585,0.8668008651519369,1.320372601666289,eclat,Portfolio-wide,356255,40477,"{credit_file_established, credit_small} -> {burden_under_20pct}","{credit_file_established, credit_small} -> {burden_under_20pct}"
"frozenset({'credit_file_established', 'burden_under_20pct'})",frozenset({'credit_small'}),0.11361805448344585,0.42093386023294516,1.260155732954243,eclat,Portfolio-wide,356255,40477,"{burden_under_20pct, credit_file_established} -> {credit_small}","{burden_under_20pct, credit_file_established} -> {credit_small}"
"frozenset({'credit_file_established', 'income_q4'})",frozenset({'burden_under_20pct'}),0.08519740073823526,0.867001828153565,1.320678722774338,eclat,Portfolio-wide,356255,30352,"{credit_file_established, income_q4} -> {burden_under_20pct}","{credit_file_established, income_q4} -> {burden_under_20pct}"
"frozenset({'credit_file_established', 'leverage_under_3x'})",frozenset({'burden_under_20pct'}),0.17472316178018554,0.9179336685788441,1.3982617171547027,eclat,Portfolio-wide,356255,62246,"{credit_file_established, leverage_under_3x} -> {burden_under_20pct}","{credit_file_established, leverage_under_3x} -> {burden_under_20pct}"
"frozenset({'credit_file_established', 'burden_under_20pct'})",frozenset({'leverage_under_3x'}),0.17472316178018554,0.6473169717138104,1.364305410001145,eclat,Portfolio-wide,356255,62246,"{burden_under_20pct, credit_file_established} -> {leverage_under_3x}","{burden_under_20pct, credit_file_established} -> {leverage_under_3x}"
"frozenset({'credit_file_none', 'credit_small'})",frozenset({'burden_under_20pct'}),0.042584665478379254,0.7937114157162289,1.2090375645365479,eclat,Portfolio-wide,356255,15171,"{credit_file_none, credit_small} -> {burden_under_20pct}","{credit_file_none, credit_small} -> {burden_under_20pct}"
"frozenset({'burden_under_20pct', 'credit_file_none'})",frozenset({'credit_small'}),0.042584665478379254,0.5113762766710487,1.5309144918567446,eclat,Portfolio-wide,356255,15171,"{burden_under_20pct, credit_file_none} -> {credit_small}","{burden_under_20pct, credit_file_none} -> {credit_small}"
"frozenset({'credit_file_none', 'leverage_under_3x'})",frozenset({'burden_under_20pct'}),0.05754024504919229,0.8691909769335143,1.3240133895775485,eclat,Portfolio-wide,356255,20499,"{credit_file_none, leverage_under_3x} -> {burden_under_20pct}","{credit_file_none, leverage_under_3x} -> {burden_under_20pct}"
"frozenset({'burden_under_20pct', 'credit_file_none'})",frozenset({'leverage_under_3x'}),0.05754024504919229,0.6909697643846698,1.4563093953822706,eclat,Portfolio-wide,356255,20499,"{burden_under_20pct, credit_file_none} -> {leverage_under_3x}","{burden_under_20pct, credit_file_none} -> {leverage_under_3x}"
"frozenset({'credit_small', 'credit_file_thin'})",frozenset({'burden_under_20pct'}),0.06939130678867665,0.8241981729679269,1.2554771570740302,eclat,Portfolio-wide,356255,24721,"{credit_file_thin, credit_small} -> {burden_under_20pct}","{credit_file_thin, credit_small} -> {burden_under_20pct}"
"frozenset({'burden_under_20pct', 'credit_file_thin'})",frozenset({'credit_small'}),0.06939130678867665,0.4828226011210719,1.4454329439449036,eclat,Portfolio-wide,356255,24721,"{burden_under_20pct, credit_file_thin} -> {credit_small}","{burden_under_20pct, credit_file_thin} -> {credit_small}"
"frozenset({'credit_file_thin', 'income_q4'})",frozenset({'burden_under_20pct'}),0.037658418829209415,0.8385,1.2772627151256013,eclat,Portfolio-wide,356255,13416,"{credit_file_thin, income_q4} -> {burden_under_20pct}","{credit_file_thin, income_q4} -> {burden_under_20pct}"
"frozenset({'leverage_under_3x', 'credit_file_thin'})",frozenset({'burden_under_20pct'}),0.09658811806150089,0.8914276832206419,1.3578859189129655,eclat,Portfolio-wide,356255,34410,"{credit_file_thin, leverage_under_3x} -> {burden_under_20pct}","{credit_file_thin, leverage_under_3x} -> {burden_under_20pct}"
"frozenset({'burden_under_20pct', 'credit_file_thin'})",frozenset({'leverage_under_3x'}),0.09658811806150089,0.6720571863830784,1.416448656961762,eclat,Portfolio-wide,356255,34410,"{burden_under_20pct, credit_file_thin} -> {leverage_under_3x}","{burden_under_20pct, credit_file_thin} -> {leverage_under_3x}"
"frozenset({'burden_under_20pct', 'income_q4'})",frozenset({'credit_large'}),0.09977123128096448,0.48587246257945454,1.5087380077770343,eclat,Portfolio-wide,356255,35544,"{burden_under_20pct, income_q4} -> {credit_large}","{burden_under_20pct, income_q4} -> {credit_large}"
"frozenset({'burden_under_20pct', 'credit_large'})",frozenset({'income_q4'}),0.09977123128096448,0.6612714182061729,2.784977527994327,eclat,Portfolio-wide,356255,35544,"{burden_under_20pct, credit_large} -> {income_q4}","{burden_under_20pct, credit_large} -> {income_q4}"
"frozenset({'burden_under_20pct', 'leverage_3_to_6x'})",frozenset({'credit_large'}),0.10587079479586252,0.5076790545542649,1.5764521440296146,eclat,Portfolio-wide,356255,37717,"{burden_under_20pct, leverage_3_to_6x} -> {credit_large}","{burden_under_20pct, leverage_3_to_6x} -> {credit_large}"
"frozenset({'burden_under_20pct', 'credit_large'})",frozenset({'leverage_3_to_6x'}),0.10587079479586252,0.7016985730498038,1.9509851180178084,eclat,Portfolio-wide,356255,37717,"{burden_under_20pct, credit_large} -> {leverage_3_to_6x}","{burden_under_20pct, credit_large} -> {leverage_3_to_6x}"
"frozenset({'leverage_under_3x', 'credit_large'})",frozenset({'burden_under_20pct'}),0.030708340935565816,0.9164014072708997,1.395927667973466,eclat,Portfolio-wide,356255,10940,"{credit_large, leverage_under_3x} -> {burden_under_20pct}","{credit_large, leverage_under_3x} -> {burden_under_20pct}"
"frozenset({'income_q3', 'credit_medium'})",frozenset({'burden_under_20pct'}),0.08004378885910374,0.8145101399600115,1.240719657558328,eclat,Portfolio-wide,356255,28516,"{credit_medium, income_q3} -> {burden_under_20pct}","{credit_medium, income_q3} -> {burden_under_20pct}"
"frozenset({'burden_under_20pct', 'income_q3'})",frozenset({'credit_medium'}),0.08004378885910374,0.4255547762240893,1.237337518597791,eclat,Portfolio-wide,356255,28516,"{burden_under_20pct, income_q3} -> {credit_medium}","{burden_under_20pct, income_q3} -> {credit_medium}"
"frozenset({'burden_under_20pct', 'credit_medium'})",frozenset({'income_q3'}),0.08004378885910374,0.3626144455747711,1.3859967095277137,eclat,Portfolio-wide,356255,28516,"{burden_under_20pct, credit_medium} -> {income_q3}","{burden_under_20pct, credit_medium} -> {income_q3}"
