normalized_rule,support,confidence,lift,support_min,support_max,confidence_min,confidence_max,lift_min,lift_max,algorithm,rule_str,context_n,support_count,appears_in,n_algos,metric_spread,is_consistent,context
"{burden_under_20pct, previous_outcome_not_observed} -> {card_history_not_observed}",0.03223253006975341,0.9557220141489805,1.347387369658702,0.03223253006975341,0.03223253006975341,0.9557220141489805,0.9557220141489805,1.347387369658702,1.347387369658702,"['apriori', 'eclat', 'fpgrowth']","{burden_under_20pct, previous_outcome_not_observed} -> {card_history_not_observed}",356255,11483,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{burden_under_20pct, previous_outcome_not_observed} -> {previous_none}",0.03372584244431657,1.0,20.47677894010806,0.03372584244431657,0.03372584244431657,1.0,1.0,20.47677894010806,20.47677894010806,"['apriori', 'eclat', 'fpgrowth']","{burden_under_20pct, previous_outcome_not_observed} -> {previous_none}",356255,12015,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{burden_under_20pct, previous_outcome_not_observed} -> {repayment_not_observed}",0.030626938569283238,0.9081148564294632,19.40967471665937,0.030626938569283238,0.030626938569283238,0.9081148564294632,0.9081148564294632,19.40967471665937,19.40967471665937,"['apriori', 'eclat', 'fpgrowth']","{burden_under_20pct, previous_outcome_not_observed} -> {repayment_not_observed}",356255,10911,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{burden_under_20pct, previous_refusals_repeated} -> {credit_small}",0.031219210958442687,0.41870270677257837,1.2534762968484712,0.031219210958442687,0.031219210958442687,0.41870270677257837,0.41870270677257837,1.2534762968484712,1.2534762968484712,"['apriori', 'eclat', 'fpgrowth']","{burden_under_20pct, previous_refusals_repeated} -> {credit_small}",356255,11122,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{burden_under_20pct, previous_refusals_repeated} -> {external_score_weak}",0.03364724705618167,0.45126679968377065,1.3544809567733438,0.03364724705618167,0.03364724705618167,0.45126679968377065,0.45126679968377065,1.3544809567733438,1.3544809567733438,"['apriori', 'eclat', 'fpgrowth']","{burden_under_20pct, previous_refusals_repeated} -> {external_score_weak}",356255,11987,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{burden_under_20pct, previous_refusals_repeated} -> {leverage_under_3x}",0.05317258705140981,0.7131348115800172,1.5030251391723357,0.05317258705140981,0.05317258705140981,0.7131348115800173,0.7131348115800173,1.5030251391723357,1.5030251391723357,"['apriori', 'eclat', 'fpgrowth']","{burden_under_20pct, previous_refusals_repeated} -> {leverage_under_3x}",356255,18943,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{burden_under_20pct, previous_refusals_repeated} -> {previous_deep}",0.07286353875735077,0.9772239581372585,2.4597166903791168,0.07286353875735077,0.07286353875735077,0.9772239581372586,0.9772239581372586,2.4597166903791168,2.4597166903791168,"['apriori', 'eclat', 'fpgrowth']","{burden_under_20pct, previous_refusals_repeated} -> {previous_deep}",356255,25958,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{burden_under_20pct, previous_refusals_repeated} -> {repayment_some_late}",0.045388836647906695,0.6087414825132703,1.3688604791595296,0.045388836647906695,0.045388836647906695,0.6087414825132703,0.6087414825132703,1.3688604791595296,1.3688604791595296,"['apriori', 'eclat', 'fpgrowth']","{burden_under_20pct, previous_refusals_repeated} -> {repayment_some_late}",356255,16170,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{burden_under_20pct, previous_two_to_four} -> {credit_small}",0.10744831651485594,0.4430491093646917,1.3263624713802258,0.10744831651485594,0.10744831651485594,0.4430491093646917,0.4430491093646917,1.3263624713802258,1.3263624713802258,"['apriori', 'eclat', 'fpgrowth']","{burden_under_20pct, previous_two_to_four} -> {credit_small}",356255,38279,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{burden_under_20pct, previous_two_to_four} -> {leverage_under_3x}",0.1578391882219197,0.6508292920056945,1.3717080856380706,0.1578391882219197,0.1578391882219197,0.6508292920056945,0.6508292920056945,1.3717080856380706,1.3717080856380706,"['apriori', 'eclat', 'fpgrowth']","{burden_under_20pct, previous_two_to_four} -> {leverage_under_3x}",356255,56231,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{burden_under_20pct, repayment_clean_observed} -> {credit_small}",0.1308164095942513,0.45438059395901176,1.3602856992871297,0.1308164095942513,0.1308164095942513,0.45438059395901176,0.45438059395901176,1.3602856992871297,1.3602856992871297,"['apriori', 'eclat', 'fpgrowth']","{burden_under_20pct, repayment_clean_observed} -> {credit_small}",356255,46604,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{burden_under_20pct, repayment_clean_observed} -> {leverage_under_3x}",0.1917615191365735,0.666068677729462,1.4038270896137959,0.19176151913657352,0.19176151913657352,0.666068677729462,0.666068677729462,1.4038270896137957,1.4038270896137957,"['apriori', 'eclat', 'fpgrowth']","{burden_under_20pct, repayment_clean_observed} -> {leverage_under_3x}",356255,68316,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{burden_under_20pct, repayment_not_observed} -> {card_history_not_observed}",0.03211463698755105,0.9859531196139262,1.3900075134570622,0.03211463698755105,0.03211463698755105,0.9859531196139262,0.9859531196139262,1.3900075134570622,1.3900075134570622,"['apriori', 'eclat', 'fpgrowth']","{burden_under_20pct, repayment_not_observed} -> {card_history_not_observed}",356255,11441,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{burden_under_20pct, repayment_not_observed} -> {previous_none}",0.030626938569283238,0.9402792140641157,19.253889608369445,0.030626938569283238,0.030626938569283238,0.9402792140641159,0.9402792140641159,19.253889608369445,19.253889608369445,"['apriori', 'eclat', 'fpgrowth']","{burden_under_20pct, repayment_not_observed} -> {previous_none}",356255,10911,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{burden_under_20pct, repayment_not_observed} -> {previous_outcome_not_observed}",0.030626938569283238,0.9402792140641157,19.253889608369445,0.030626938569283238,0.030626938569283238,0.9402792140641159,0.9402792140641159,19.253889608369445,19.253889608369445,"['apriori', 'eclat', 'fpgrowth']","{burden_under_20pct, repayment_not_observed} -> {previous_outcome_not_observed}",356255,10911,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{burden_under_20pct, repayment_some_late} -> {credit_small}",0.12649647022497928,0.4251174461822915,1.2726801941972947,0.12649647022497928,0.12649647022497928,0.4251174461822915,0.4251174461822915,1.2726801941972947,1.2726801941972947,"['apriori', 'eclat', 'fpgrowth']","{burden_under_20pct, repayment_some_late} -> {credit_small}",356255,45065,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{burden_under_20pct, repayment_some_late} -> {leverage_under_3x}",0.1979452919959018,0.6652359300416957,1.4020719646514799,0.1979452919959018,0.1979452919959018,0.6652359300416957,0.6652359300416957,1.4020719646514799,1.4020719646514799,"['apriori', 'eclat', 'fpgrowth']","{burden_under_20pct, repayment_some_late} -> {leverage_under_3x}",356255,70519,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{burden_under_20pct, repayment_some_late} -> {previous_deep}",0.16608889699793686,0.5581759523045865,1.4049539971051417,0.16608889699793686,0.16608889699793686,0.5581759523045865,0.5581759523045865,1.404953997105142,1.404953997105142,"['apriori', 'eclat', 'fpgrowth']","{burden_under_20pct, repayment_some_late} -> {previous_deep}",356255,59170,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
{burden_under_20pct} -> {credit_small},0.28486337033866194,0.4339241047568146,1.2990448142464264,0.28486337033866194,0.28486337033866194,0.4339241047568146,0.4339241047568146,1.2990448142464264,1.2990448142464264,"['apriori', 'eclat', 'fpgrowth']",{burden_under_20pct} -> {credit_small},356255,101484,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
{burden_under_20pct} -> {leverage_under_3x},0.4320304276431208,0.658099412079102,1.3870308171296422,0.4320304276431208,0.4320304276431208,0.658099412079102,0.658099412079102,1.387030817129642,1.387030817129642,"['apriori', 'eclat', 'fpgrowth']",{burden_under_20pct} -> {leverage_under_3x},356255,153913,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
{bureau_debt_high} -> {credit_file_thin},0.0349188081570785,0.6008790996473942,2.593987005536358,0.0349188081570785,0.0349188081570785,0.6008790996473942,0.6008790996473942,2.593987005536358,2.593987005536358,"['apriori', 'eclat', 'fpgrowth']",{bureau_debt_high} -> {credit_file_thin},356255,12440,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, card_utilisation_moderate} -> {previous_deep}",0.08892226074020014,0.6593061249973985,1.6595031939418543,0.08892226074020014,0.08892226074020014,0.6593061249973985,0.6593061249973985,1.659503193941854,1.659503193941854,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, card_utilisation_moderate} -> {previous_deep}",356255,31679,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, card_utilisation_moderate} -> {repayment_some_late}",0.07723400373328093,0.5726445919790213,1.2876903793843693,0.07723400373328093,0.07723400373328093,0.5726445919790213,0.5726445919790213,1.2876903793843693,1.2876903793843693,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, card_utilisation_moderate} -> {repayment_some_late}",356255,27515,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, credit_file_deep} -> {previous_deep}",0.06746571977937152,0.5187335434022532,1.305675678478205,0.06746571977937152,0.06746571977937152,0.5187335434022532,0.5187335434022532,1.305675678478205,1.305675678478205,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, credit_file_deep} -> {previous_deep}",356255,24035,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, credit_file_established} -> {external_score_strong}",0.09418815174523866,0.4149662387771759,1.2455245289957437,0.09418815174523866,0.09418815174523866,0.4149662387771759,0.4149662387771759,1.2455245289957437,1.2455245289957437,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, credit_file_established} -> {external_score_strong}",356255,33555,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, credit_file_thin} -> {external_score_strong}",0.06312613156306578,0.42784848657801106,1.2841907001807145,0.06312613156306578,0.06312613156306578,0.4278484865780111,0.4278484865780111,1.2841907001807145,1.2841907001807145,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, credit_file_thin} -> {external_score_strong}",356255,22489,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, credit_large} -> {burden_20_to_35pct}",0.075263505073613,0.44316078275816473,1.5301096583819696,0.075263505073613,0.075263505073613,0.44316078275816473,0.44316078275816473,1.5301096583819693,1.5301096583819693,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, credit_large} -> {burden_20_to_35pct}",356255,26813,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, credit_large} -> {external_score_strong}",0.07686909657408317,0.4526147031601216,1.3585266999823837,0.07686909657408317,0.07686909657408317,0.4526147031601216,0.4526147031601216,1.358526699982384,1.358526699982384,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, credit_large} -> {external_score_strong}",356255,27385,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, credit_large} -> {income_q4}",0.0664973123184236,0.3915443607034245,1.6490085852039071,0.0664973123184236,0.0664973123184236,0.3915443607034245,0.3915443607034245,1.6490085852039071,1.6490085852039071,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, credit_large} -> {income_q4}",356255,23690,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, credit_large} -> {leverage_3_to_6x}",0.08132657787259126,0.4788609017585614,1.331412844223116,0.08132657787259126,0.08132657787259126,0.4788609017585614,0.4788609017585614,1.331412844223116,1.331412844223116,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, credit_large} -> {leverage_3_to_6x}",356255,28973,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, credit_large} -> {leverage_over_6x}",0.07197372668453776,0.4237901626338754,2.5549543828120775,0.07197372668453776,0.07197372668453776,0.4237901626338754,0.4237901626338754,2.5549543828120775,2.5549543828120775,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, credit_large} -> {leverage_over_6x}",356255,25641,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, credit_medium} -> {leverage_3_to_6x}",0.08115815918373076,0.4838024162511296,1.345152107214015,0.08115815918373076,0.08115815918373076,0.4838024162511295,0.4838024162511295,1.345152107214015,1.345152107214015,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, credit_medium} -> {leverage_3_to_6x}",356255,28913,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, credit_small} -> {burden_under_20pct}",0.1400569816563978,0.8386869043416872,1.2775474210849718,0.1400569816563978,0.1400569816563978,0.8386869043416871,0.8386869043416871,1.2775474210849718,1.2775474210849718,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, credit_small} -> {burden_under_20pct}",356255,49896,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, credit_small} -> {income_q1}",0.0861377384177064,0.5158085825223135,1.6114579688904687,0.08613773841770642,0.08613773841770642,0.5158085825223135,0.5158085825223135,1.6114579688904687,1.6114579688904687,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, credit_small} -> {income_q1}",356255,30687,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, credit_small} -> {leverage_under_3x}",0.14491305385187575,0.8677659556586489,1.828930554354952,0.14491305385187575,0.14491305385187575,0.8677659556586488,0.8677659556586488,1.8289305543549523,1.8289305543549523,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, credit_small} -> {leverage_under_3x}",356255,51626,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, income_q1} -> {burden_20_to_35pct}",0.06596117949221765,0.4039988997008562,1.3948946803474334,0.06596117949221765,0.06596117949221765,0.4039988997008562,0.4039988997008562,1.3948946803474334,1.3948946803474334,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, income_q1} -> {burden_20_to_35pct}",356255,23499,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, income_q1} -> {credit_small}",0.0861377384177064,0.5275762472922326,1.5794125761892281,0.08613773841770642,0.08613773841770642,0.5275762472922326,0.5275762472922326,1.5794125761892281,1.5794125761892281,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, income_q1} -> {credit_small}",356255,30687,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, income_q2} -> {burden_20_to_35pct}",0.032476737168601146,0.3548317845861318,1.2251344474053596,0.032476737168601146,0.032476737168601146,0.35483178458613185,0.35483178458613185,1.2251344474053596,1.2251344474053596,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, income_q2} -> {burden_20_to_35pct}",356255,11570,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, income_q4} -> {burden_under_20pct}",0.09929685197400738,0.843486969169508,1.2848592205301255,0.09929685197400738,0.09929685197400738,0.843486969169508,0.843486969169508,1.2848592205301255,1.2848592205301255,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, income_q4} -> {burden_under_20pct}",356255,35375,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, income_q4} -> {credit_large}",0.0664973123184236,0.5648680226042585,1.7540361323554852,0.0664973123184236,0.0664973123184236,0.5648680226042585,0.5648680226042585,1.7540361323554852,1.7540361323554852,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, income_q4} -> {credit_large}",356255,23690,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, income_q4} -> {external_score_strong}",0.05116559767582209,0.4346312501490259,1.3045492200134907,0.05116559767582209,0.05116559767582209,0.4346312501490259,0.4346312501490259,1.3045492200134907,1.3045492200134907,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, income_q4} -> {external_score_strong}",356255,18228,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, income_q4} -> {leverage_under_3x}",0.06748536862640524,0.5732611650253939,1.2082230853874243,0.06748536862640524,0.06748536862640524,0.5732611650253939,0.5732611650253939,1.2082230853874243,1.2082230853874243,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, income_q4} -> {leverage_under_3x}",356255,24042,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, leverage_3_to_6x} -> {burden_20_to_35pct}",0.07134496357945853,0.3887937100376296,1.342395432971727,0.07134496357945853,0.07134496357945853,0.38879371003762964,0.38879371003762964,1.342395432971727,1.342395432971727,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, leverage_3_to_6x} -> {burden_20_to_35pct}",356255,25417,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, leverage_3_to_6x} -> {credit_large}",0.08132657787259126,0.4431884235322911,1.376194929097486,0.08132657787259126,0.08132657787259126,0.4431884235322911,0.4431884235322911,1.376194929097486,1.376194929097486,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, leverage_3_to_6x} -> {credit_large}",356255,28973,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, leverage_3_to_6x} -> {credit_medium}",0.08115815918373076,0.4422706274665769,1.2859403097147166,0.08115815918373076,0.08115815918373076,0.4422706274665769,0.4422706274665769,1.2859403097147166,1.2859403097147166,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, leverage_3_to_6x} -> {credit_medium}",356255,28913,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, leverage_3_to_6x} -> {external_score_strong}",0.073380022736523,0.3998837458316762,1.2002543041760507,0.073380022736523,0.073380022736523,0.3998837458316762,0.3998837458316762,1.2002543041760507,1.2002543041760507,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, leverage_3_to_6x} -> {external_score_strong}",356255,26142,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, leverage_over_6x} -> {burden_20_to_35pct}",0.05837672453719948,0.6588000506842372,2.2746514576958248,0.05837672453719948,0.05837672453719948,0.6588000506842372,0.6588000506842372,2.2746514576958248,2.2746514576958248,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, leverage_over_6x} -> {burden_20_to_35pct}",356255,20797,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, leverage_over_6x} -> {credit_large}",0.07197372668453776,0.8122465788139889,2.5221995060959626,0.07197372668453776,0.07197372668453776,0.8122465788139889,0.8122465788139889,2.5221995060959626,2.5221995060959626,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, leverage_over_6x} -> {credit_large}",356255,25641,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, leverage_over_6x} -> {external_score_strong}",0.039379096433734266,0.44440572731880384,1.333887392460827,0.039379096433734266,0.039379096433734266,0.4444057273188039,0.4444057273188039,1.333887392460827,1.333887392460827,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, leverage_over_6x} -> {external_score_strong}",356255,14029,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, leverage_over_6x} -> {income_q1}",0.04285974933685141,0.48368601115053217,1.5111025747146252,0.04285974933685141,0.04285974933685141,0.48368601115053217,0.48368601115053217,1.5111025747146252,1.5111025747146252,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, leverage_over_6x} -> {income_q1}",356255,15269,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, leverage_under_3x} -> {burden_under_20pct}",0.20923495810585113,0.9000688264486759,1.371048721609719,0.20923495810585113,0.20923495810585113,0.9000688264486759,0.9000688264486759,1.3710487216097191,1.3710487216097191,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, leverage_under_3x} -> {burden_under_20pct}",356255,74541,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, leverage_under_3x} -> {credit_small}",0.14491305385187575,0.6233744279556129,1.8662049632467532,0.14491305385187575,0.14491305385187575,0.6233744279556129,0.6233744279556129,1.8662049632467532,1.8662049632467532,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, leverage_under_3x} -> {credit_small}",356255,51626,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, previous_approval_high} -> {external_score_strong}",0.11305104489761547,0.42655609570107705,1.2803115784887542,0.11305104489761547,0.11305104489761547,0.42655609570107705,0.42655609570107705,1.2803115784887542,1.2803115784887542,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, previous_approval_high} -> {external_score_strong}",356255,40275,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, previous_approval_high} -> {previous_two_to_four}",0.12325160348626686,0.46504411188426054,1.2105207441022874,0.12325160348626686,0.12325160348626686,0.46504411188426054,0.46504411188426054,1.2105207441022874,1.2105207441022874,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, previous_approval_high} -> {previous_two_to_four}",356255,43909,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, previous_deep} -> {card_utilisation_moderate}",0.08892226074020014,0.4288479761743604,1.6707592243473721,0.08892226074020014,0.08892226074020014,0.4288479761743604,0.4288479761743604,1.6707592243473721,1.6707592243473721,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, previous_deep} -> {card_utilisation_moderate}",356255,31679,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, previous_deep} -> {previous_outcome_mixed}",0.09494884282325862,0.45791254907269524,1.4155376386818783,0.09494884282325862,0.09494884282325862,0.45791254907269524,0.45791254907269524,1.415537638681878,1.415537638681878,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, previous_deep} -> {previous_outcome_mixed}",356255,33826,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, previous_deep} -> {repayment_some_late}",0.1225274031241667,0.5909164748883173,1.3287778674443282,0.12252740312416668,0.12252740312416668,0.5909164748883173,0.5909164748883173,1.3287778674443282,1.3287778674443282,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, previous_deep} -> {repayment_some_late}",356255,43651,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, previous_one} -> {card_history_not_observed}",0.07450562097374072,0.9544408486156059,1.3455811684489831,0.07450562097374072,0.07450562097374072,0.954440848615606,0.954440848615606,1.3455811684489831,1.3455811684489831,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, previous_one} -> {card_history_not_observed}",356255,26543,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, previous_one} -> {external_score_strong}",0.033287953853279255,0.42642934196332255,1.2799311261175437,0.033287953853279255,0.033287953853279255,0.4264293419633226,0.4264293419633226,1.2799311261175437,1.2799311261175437,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, previous_one} -> {external_score_strong}",356255,11859,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, previous_one} -> {previous_approval_high}",0.07705155015368205,0.9870550161812298,1.8830232017609347,0.07705155015368205,0.07705155015368205,0.9870550161812298,0.9870550161812298,1.8830232017609347,1.8830232017609347,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, previous_one} -> {previous_approval_high}",356255,27450,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, previous_one} -> {repayment_clean_observed}",0.05561465803988716,0.7124415677813737,1.5888800110800745,0.05561465803988716,0.05561465803988716,0.7124415677813737,0.7124415677813737,1.5888800110800747,1.5888800110800747,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, previous_one} -> {repayment_clean_observed}",356255,19813,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, previous_outcome_mixed} -> {previous_deep}",0.09494884282325862,0.5773241624140226,1.4531509038683004,0.09494884282325862,0.09494884282325862,0.5773241624140226,0.5773241624140226,1.4531509038683004,1.4531509038683004,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, previous_outcome_mixed} -> {previous_deep}",356255,33826,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, previous_refusals_repeated} -> {previous_deep}",0.04767371686011424,0.9769341386252517,2.45898720162176,0.04767371686011424,0.04767371686011424,0.9769341386252517,0.9769341386252517,2.45898720162176,2.45898720162176,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, previous_refusals_repeated} -> {previous_deep}",356255,16984,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, previous_two_to_four} -> {external_score_strong}",0.07803679948351602,0.4045841519318925,1.2143626111826946,0.07803679948351602,0.07803679948351602,0.40458415193189257,0.40458415193189257,1.2143626111826946,1.2143626111826946,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, previous_two_to_four} -> {external_score_strong}",356255,27801,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, previous_two_to_four} -> {previous_approval_high}",0.12325160348626686,0.6390016735792767,1.219035370458945,0.12325160348626686,0.12325160348626686,0.6390016735792767,0.6390016735792767,1.219035370458945,1.219035370458945,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, previous_two_to_four} -> {previous_approval_high}",356255,43909,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, repayment_clean_observed} -> {external_score_strong}",0.09538392443614825,0.4237402267030788,1.2718597248686125,0.09538392443614827,0.09538392443614827,0.4237402267030788,0.4237402267030788,1.2718597248686125,1.2718597248686125,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, repayment_clean_observed} -> {external_score_strong}",356255,33981,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_low, repayment_some_late} -> {previous_deep}",0.1225274031241667,0.5474028742695192,1.377837674762695,0.12252740312416668,0.12252740312416668,0.5474028742695192,0.5474028742695192,1.377837674762695,1.377837674762695,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_low, repayment_some_late} -> {previous_deep}",356255,43651,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_moderate, card_history_not_observed} -> {credit_file_established}",0.11245877250845603,0.5416542735851608,1.3341932852762974,0.11245877250845603,0.11245877250845603,0.5416542735851608,0.5416542735851608,1.3341932852762974,1.3341932852762974,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_moderate, card_history_not_observed} -> {credit_file_established}",356255,40064,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
"{bureau_debt_moderate, card_utilisation_moderate} -> {credit_file_established}",0.03949418253778894,0.5214201008004743,1.2843528265575597,0.03949418253778894,0.03949418253778894,0.5214201008004743,0.5214201008004743,1.2843528265575597,1.2843528265575597,"['apriori', 'eclat', 'fpgrowth']","{bureau_debt_moderate, card_utilisation_moderate} -> {credit_file_established}",356255,14070,apriori+eclat+fpgrowth,3,0.0,True,Portfolio-wide
