PC1,PC2,CLUSTER_KMEANS
1.165436,-1.4874028,4
-2.1855397,-0.57090795,2
-1.7039149,3.3321748,3
-1.7607116,-0.89686465,2
-0.26095605,-2.1828349,2
-1.6551934,0.22959201,3
0.84920716,1.8680236,3
-0.78645843,0.93973684,3
-0.86240995,2.2453241,3
3.0109644,-1.339622,0
-2.3979437,-1.3602791,2
-1.5503267,1.3933163,3
-2.0156977,1.2587762,3
-0.16164437,-0.5494615,2
-1.8126935,-0.19714908,2
-1.9300653,0.96345204,3
-0.0078009344,0.95277613,3
2.950494,-1.5060002,4
-0.054007206,-2.4009767,2
-1.6849779,-0.19894587,2
4.1659946,-0.383328,0
-2.4071026,2.0421364,3
-0.9202943,-1.3554883,2
0.1847157,1.4649857,3
-1.1903913,-3.1856225,2
-0.28215662,-1.2139053,4
-1.2577492,1.0029784,3
5.3069315,-1.6012452,0
-1.807024,1.213759,3
-2.0521975,-1.6305734,2
1.893226,1.9596868,0
-1.5110316,1.7714268,3
1.2172,-1.3392367,4
-1.3578964,1.5465833,3
-1.3293569,-0.46086156,2
-1.1839192,3.784366,3
3.9583364,-0.008532036,0
-1.2790726,0.6377952,3
-1.140192,1.7717743,3
-2.1460938,-1.6524342,2
-1.8968776,1.172029,3
-1.3416361,0.21953778,3
-0.251726,3.1821759,3
-1.6209186,-1.0119438,2
-0.51400924,-2.9740546,2
-2.256478,0.0597683,2
1.0740204,-0.39417952,4
-1.1534905,-0.19093376,2
-0.5245402,2.714382,3
0.027520342,1.4675732,3
-1.5945178,-0.20797841,2
-0.90005887,-0.54222745,2
-1.9884349,-2.6652772,2
-1.8360585,-1.0800127,2
-1.5301712,-2.7345238,2
-1.398595,-0.17751345,2
-0.5897919,0.6247815,3
-1.827803,-0.27743986,2
-1.8205028,-1.2809324,2
-1.2937376,0.16101578,3
-1.896056,-4.1498876,2
-1.446536,-0.009755361,3
-2.1439424,-2.5263126,2
0.55958456,-1.5484111,4
5.28157,-2.0216122,0
1.1688918,0.78508514,0
-1.135684,1.525844,3
0.73405635,-1.7704363,4
-0.41321817,-0.08535276,4
-0.26611862,-3.9602394,2
2.5977314,-1.9315757,0
4.1496115,-1.5681074,0
0.6137514,-2.7121446,4
0.89366984,-2.4088557,4
-1.0307674,-1.4619439,2
-1.2040076,-1.7197913,2
-1.3898255,1.5665944,3
-1.4901536,-0.41287565,2
2.3469737,1.6415932,0
3.9415672,-1.1343755,0
0.53109384,-1.7177935,2
-0.95980984,2.2943065,3
0.04298936,-2.2366426,4
5.9587765,-0.59791213,0
-0.4449267,0.49460495,3
-2.6879134,-2.6445065,2
-0.8646017,-2.7562876,2
-0.71088153,-4.3752093,2
-1.4802011,-0.05266338,2
-0.49511763,3.5110896,3
-0.61149067,-0.13408135,2
-2.101566,0.5975034,3
1.6029443,2.4016027,0
-1.7027612,1.4064397,3
-1.8167745,-1.6238389,2
-1.346427,4.158383,3
-1.7737921,-0.8730207,2
3.6433823,1.0975797,0
-1.5909778,3.5536675,3
-0.16144669,0.8964452,3
-1.3486938,0.804356,3
-0.9986121,-2.449706,2
-1.9216775,-1.6059566,2
-1.486562,3.1888742,3
-1.641141,-0.7611651,2
-1.2936,-0.35668635,2
0.16912735,2.5558636,3
-1.0811135,-0.9921321,2
-1.3888842,0.6628246,3
-1.3749437,0.5748941,3
-2.1272771,4.259537,3
-0.9071908,-0.27280727,2
1.1531054,1.6420965,0
1.4675678,-2.3811188,4
1.2872617,-2.6101513,4
2.4436994,1.2443829,0
0.3135469,-1.3120291,4
-0.8504911,-1.4524338,2
-1.1672956,-0.289521,2
-1.4489747,1.1621218,3
4.3384748,0.28008744,0
3.2027729,0.47155443,0
-0.47934365,1.9605277,3
-1.2065374,1.6576604,3
1.2293371,-2.7580924,2
-2.2646143,-2.0750604,2
-0.5817868,-3.2518606,1
-1.2706573,0.601686,3
-0.5621452,-1.114178,2
-1.8360611,3.2036958,3
0.60550404,0.46454424,4
3.0901568,-1.278858,4
4.746781,0.53151155,4
0.24057983,0.862246,3
1.8261919,-0.10446493,4
-1.0629131,-1.1690395,2
0.4346104,-0.663981,4
-1.6426985,1.1048626,3
-1.5207723,-0.89775926,2
1.7590829,-0.57708955,1
-0.37702212,-0.5463792,2
1.9514434,-1.9329243,4
-0.8218254,-1.7764038,2
0.7333901,-0.8145347,4
-2.0265467,-2.6620662,2
-1.9056811,-0.046583332,2
-2.0636108,-0.20720613,2
-1.9512557,0.6054845,3
-0.13589501,0.8060439,3
-0.90155673,0.3691744,3
-0.47286862,0.2618381,3
-1.9901098,-2.8362436,2
0.44820789,1.8659096,3
-1.5295379,-0.20381401,2
-1.1109561,-1.3093057,2
-1.8450862,3.7319677,3
1.0888642,-0.8133431,4
-1.4011703,-0.90731484,2
-1.5537554,2.6913326,3
-0.3066991,0.190215,3
-1.2357488,0.094345674,3
-1.3463551,-1.0416925,2
-1.2004045,-1.0617073,2
-1.0147346,2.01485,3
-1.5986933,2.4250402,3
-1.3647819,-2.4203784,2
-1.5683769,2.2467804,3
-0.43109596,-2.0719857,2
-0.65773505,3.8623505,3
-0.9672062,-0.5065258,2
1.7017953,2.1695096,1
3.0975702,-0.35088798,0
-2.088078,4.2412286,3
5.4131255,-1.0294694,0
-1.881858,-0.40837622,2
-1.2582854,-0.8939097,2
0.09634562,2.1331258,3
-0.08610003,-3.5063016,2
0.060829133,1.3471493,3
-0.34224367,1.5993209,3
-0.12795763,-0.99400395,2
-1.5575436,1.6356144,3
-0.33642206,-0.6533154,2
-0.25537795,1.3809255,3
-2.0046585,-1.7321692,2
0.8354362,-2.4598815,4
-0.29956308,-1.7384214,2
-0.15483943,0.8532564,3
-0.23045497,1.5123093,3
2.3785942,2.9611506,0
-0.9061035,1.4182179,3
-1.7033366,-1.5850704,2
-2.0856888,-2.560864,2
-1.5364429,-0.48468918,2
-0.4975246,0.2451347,3
3.3215163,2.2569768,0
-1.3106254,1.13229,3
-0.97158515,0.61474174,3
3.7930377,1.8882636,0
0.4243284,-0.37725255,2
1.2943094,2.3809295,3
-1.4439734,1.5844173,3
-1.8168246,1.1813426,3
0.11071883,0.6137582,4
-1.6725209,-2.363607,2
2.5378428,-3.0972645,0
-1.8068287,0.65018755,3
-1.1043273,0.3755086,3
-1.0694813,2.1979146,3
-1.6748948,-1.1396608,2
-1.310063,1.7530473,3
2.1559966,-2.2063656,4
-2.1195838,-1.5018545,2
1.0118259,1.3469809,4
-1.0322181,1.4771593,3
-1.7856976,-0.38485962,2
-0.4238454,0.23034044,3
1.0119392,-1.4627507,4
0.3450249,-2.9251776,2
1.717926,-1.8603768,4
-2.2355905,-2.4893417,2
-1.4387004,-0.62605304,2
-1.5715982,-0.26824963,2
1.7931211,0.19827142,0
-1.4894452,0.8588765,3
-0.24134414,-2.0012805,2
4.8221292,0.2947816,0
-2.13603,-1.3778272,2
0.09312809,0.99930173,3
-0.48111168,0.4035138,3
-0.77268827,-0.6628726,2
-2.1147316,3.0924687,3
-2.2258196,1.1908602,3
-1.1057162,-0.97590095,2
-1.9153717,1.8826792,3
2.6499183,-0.79503447,0
-2.5774522,3.030675,3
-0.13620172,-3.188395,2
1.0021899,-1.9793421,4
-0.8846705,1.4517063,3
3.7139547,2.2207854,0
-1.1535172,2.2881074,3
-0.033608347,-0.58288187,4
0.1469419,-0.62449646,4
0.7307875,0.74578595,4
-1.0348688,-0.2788776,2
-1.6995447,-0.8442415,2
-1.2063679,0.16435929,3
2.1877086,-1.5273252,0
-0.1850574,-0.084065765,4
2.5588515,-1.5786927,0
1.2903252,0.057940785,4
-2.5651834,0.6554016,3
-0.5072603,-1.2787603,2
1.1745005,0.46823722,4
-1.938517,-2.3709278,2
4.1227107,2.2889297,0
-0.59787834,2.461769,3
0.65232974,0.7595979,4
-0.01265827,-1.6661491,2
-2.2588818,-0.93653685,2
-1.6092107,0.98866385,3
-1.2443854,-0.55015683,2
0.27338007,0.754936,3
-1.5561095,0.738375,3
-0.78094035,-3.597065,2
-0.083861545,2.1553261,3
-1.8142576,-1.7694573,2
0.5712116,-3.1256044,2
-2.0847495,-2.9654503,2
-1.2409497,1.0094948,3
0.029844547,1.089844,4
-1.6292068,1.3704191,3
-1.9393871,-0.7576911,2
-1.182441,-0.6667961,2
0.19869567,-3.1904233,2
7.89143,1.1652879,0
-1.3489636,3.5999744,3
-1.8943306,-0.570698,2
0.18864323,0.19173928,3
-1.6278893,0.38419282,3
-0.67083883,0.53949577,3
-0.5824953,-1.74113,2
0.4848911,-0.5525754,4
-2.0938504,-0.6336993,2
-1.0096573,1.2090104,3
-1.2093886,-0.1910064,2
0.9223028,-1.804297,4
-1.0687656,0.98662776,3
-0.4569873,-1.5393708,2
-1.6878657,2.092132,3
-0.39981616,-1.1048096,2
1.3786695,-1.1887333,0
3.7935617,0.86108583,0
1.7032223,0.08424424,0
-0.8886281,1.0916955,3
5.2214203,1.3989624,0
-1.454191,1.157445,3
2.0875716,3.312031,0
-1.2747091,2.1346636,3
1.3420762,2.1863751,1
0.057059564,-2.1719112,2
0.8494134,0.88666403,3
3.4857278,-3.5951262,4
0.26383308,-2.2495482,2
-1.2340813,-0.29682672,2
2.3560083,-0.34901336,4
3.0541322,0.5175884,1
-1.3073792,-2.6298509,2
-2.3276758,0.074351564,2
3.4536602,0.2995218,1
5.4801984,-2.1182039,4
-1.8943,-2.4041395,2
0.8474527,-1.2561773,4
-0.7265763,-3.6273324,2
-0.94713247,-0.8374222,2
-0.07175809,-0.63247734,4
1.4641553,-1.1019644,4
1.806665,-0.45685107,0
-1.6963979,3.035253,3
-1.5910369,0.09664799,2
-0.7231993,2.2151573,3
0.41302404,2.2220154,3
-2.0036063,-1.7634418,2
-0.7435611,-0.97904617,2
0.5754851,0.5708557,4
2.861667,1.4784194,0
-1.3588191,-0.1744544,3
-1.7636722,2.7791162,3
-1.9744393,-2.4615939,2
1.4554626,-2.1837845,4
-0.90372986,2.1852875,3
1.5151205,-1.2563882,0
1.1647662,-2.2711172,4
0.16191392,3.6628172,3
-1.9122728,2.7008755,3
2.3511012,-1.3924351,4
3.3799303,-2.5973673,4
-0.6563567,-0.1618744,2
-2.2130568,-1.5143526,2
-0.8405383,3.270902,3
-1.1146432,1.8699249,3
0.6064407,-0.43174613,4
-2.1138186,2.2792847,3
1.8607144,3.409978,0
-0.69516265,1.9871287,3
-1.0495634,-1.0358874,2
-0.25184077,5.3105454,3
-1.4315337,-0.67996776,2
-1.1309505,-0.63000846,2
1.4222329,1.5256777,3
0.16819604,2.725765,3
3.1640503,-2.3986323,0
-1.9415756,0.043138903,2
-0.7504817,-0.3013482,2
-1.8000275,0.47599307,3
-1.2325293,1.3345108,3
-0.22607993,4.78026,3
-0.88167095,-2.1904747,2
-1.5101429,-1.390225,2
2.5537817,-0.787472,0
-1.2738502,-2.5805283,2
-0.7474064,1.1416602,3
-1.1439514,0.7660383,3
-1.5472711,-0.0828893,2
1.3716613,-0.11791594,4
-0.8270987,0.44471452,3
-0.22115335,0.9389861,3
-1.9151837,-1.9558461,2
-1.730779,-1.9682221,2
-1.3555027,-1.8995507,2
-0.9842923,-1.8407606,2
1.6261204,-0.52199405,0
-1.0957454,1.4571688,3
5.376672,-0.73787165,0
-0.7582247,-0.8221891,2
2.0461574,1.3524361,0
3.892112,0.9683084,0
-2.0847037,-1.4667476,2
-1.8432244,-2.2717338,2
-1.3781005,1.107096,3
-0.5546322,-2.9043922,2
3.8723316,0.14299557,0
-2.2092242,-0.4031158,2
-0.44298097,3.9925885,3
-2.0553992,1.9110522,3
-1.5098397,1.1193476,3
3.823446,1.1994458,0
3.9744484,0.33728296,0
-0.6430069,-2.1824994,2
-1.8621544,5.4431524,3
-2.0751176,5.1684794,3
2.8976026,-0.9706595,4
-1.5638219,0.95091826,3
-1.0036056,-1.1036448,2
-0.85741866,1.9755926,3
-1.3354632,2.9585972,3
-1.6494128,0.76140904,3
-1.4770354,-1.7098713,2
-1.366626,-1.2988461,2
-1.7583169,3.6656914,3
-1.5869044,3.712172,3
-1.8770281,1.766674,3
0.38429666,-2.5642405,2
-1.6670636,-1.7901175,2
-2.0417476,1.1356512,3
-0.56428957,0.93439454,3
-0.94371307,0.8957277,3
-0.19766678,0.9439405,3
3.5132494,-0.09392455,1
0.2315069,0.85384244,3
-1.2198666,-3.0112147,2
-0.58414614,0.04154731,3
0.30348778,2.1534925,3
0.6471889,-1.1353981,2
1.3119928,-3.8277428,2
-0.055202976,-2.064885,2
-1.5952528,1.497832,3
-1.8292763,0.43643275,3
-2.2234929,3.186753,3
-1.4626039,0.7122573,3
-1.6159128,-1.9917768,2
-0.4391342,0.41515428,3
4.6125736,2.0406933,0
3.1469207,1.4517025,0
2.394433,3.2156408,4
2.7435727,-0.94244003,0
1.5664663,-0.3716455,4
-1.8664312,2.8987,3
-1.6422682,2.8917875,3
-1.8362665,0.9799141,3
-0.1837952,0.007843465,3
-1.1584985,1.1293205,3
-1.3456936,-0.81460124,2
2.9539897,0.6462102,0
-1.3271089,-1.5024173,2
-1.0371541,-0.2896853,2
1.024187,-1.0654584,4
-0.43971482,2.4419427,3
-0.3508605,-0.6555117,2
-0.28788194,1.1455791,3
0.33372092,1.868187,4
5.8466687,2.4238634,0
-0.7112362,-0.91892827,2
-1.9311155,-0.9973514,2
-0.41289946,1.3865589,3
1.6347739,-4.26578,4
-1.0925744,0.62246436,3
2.2465045,-3.2448273,4
-0.640209,0.089212835,3
-1.6777408,-0.5293967,2
1.3899716,-2.2282004,4
-2.118655,-1.818501,2
-0.7603656,2.147747,3
-1.8774103,0.42085314,3
-1.9483929,0.45194876,3
-1.2400975,-0.44141024,2
-1.1532174,-0.106407955,2
-1.7989473,-1.7324731,2
-2.2283885,0.060552936,2
-0.0356198,1.2760694,3
-1.9952139,-1.6039822,2
-1.4808389,-3.4420311,2
-1.6675074,-3.700285,2
-0.50955933,3.3808165,3
6.31352,2.3530138,1
0.12620087,-2.5687768,2
-0.9059173,-0.616741,2
0.54490566,1.9408213,3
-1.9319092,-1.5155867,2
-0.7866189,-2.1512482,2
-1.1421292,3.3776822,3
4.612628,0.48035634,0
-2.1799123,-0.30933318,2
-1.8964568,-0.16814348,3
-1.5507534,0.86561674,3
-0.24782003,-1.3041463,2
-1.4777567,0.8135254,3
2.801076,-1.3648297,4
0.7818321,2.1091094,3
-2.2829182,-0.96568495,2
-1.86494,2.6746767,3
4.3586373,1.6053884,0
-1.8235965,-2.7321236,2
-1.5346464,-2.0614097,2
-1.6847163,0.24618061,2
-0.7989374,-0.27599752,2
0.43322834,-4.545925,2
0.93547696,-0.26088104,0
-1.8551908,-0.7936496,2
0.6515679,-2.431326,4
1.4534134,-1.0548295,4
2.1487277,-1.05331,4
-0.6127266,-1.7880293,2
-0.9330742,-1.5705419,2
-0.4619634,0.2594202,4
-1.1917127,1.6439385,3
1.2487012,-1.9956946,4
1.1643544,-0.7509791,4
-2.4768364,-0.32573926,2
-0.7104224,0.26044333,3
-1.2629118,0.351775,3
1.094827,-0.5974452,4
-1.1536114,-1.2122924,2
-1.8634006,-0.61174756,2
-1.2227036,-0.11163993,2
-1.3413714,0.1977302,3
-1.265613,-0.19416903,2
3.9944322,1.4374273,0
-1.2538007,-1.5218437,2
3.9069588,-5.1748867,0
-1.6093323,-1.0235169,2
-2.0025241,1.6125175,3
-2.0863633,1.5698278,3
-0.2991166,-0.57343584,2
2.503856,-0.676786,0
0.7413705,-3.4522054,4
2.0169127,-0.11630066,4
-1.1408175,1.2320262,3
-2.072126,1.0218645,3
-1.0013943,0.39738545,3
1.1751646,-2.146159,4
-1.6946199,0.035812575,2
-1.3945088,1.6555071,3
-0.2541798,-2.0493145,2
7.095246,2.0820417,0
0.23294318,0.43915728,1
-2.2287288,0.22609124,2
-0.4656201,-1.5684222,2
-0.6891738,3.23664,3
-2.5443904,0.41173115,2
-0.44992945,1.7668434,3
0.55398273,-0.37619326,0
-0.31383154,0.39672402,3
1.3477525,-0.5260892,4
-0.8774447,-3.0189106,2
4.1252556,0.5825566,0
-1.2069677,0.40605238,3
-1.0374732,-0.729903,2
-1.7216266,0.047754448,3
-0.610145,-2.8954897,2
-2.2427852,-1.6511878,2
-0.4069496,-0.077268645,2
-2.0848188,-3.9031436,2
-0.17972796,0.5981384,3
-1.0756553,-0.6145276,2
-2.0022488,-1.0873077,2
-1.5217038,2.8327985,3
-2.0092914,-2.5199237,2
-1.2551837,0.0028444212,2
-2.0336573,-1.5720388,2
3.6696937,-0.6562612,0
2.4263136,0.81442076,1
-2.2332315,2.965273,3
-1.7336982,-2.162056,2
-0.98322934,4.2732296,3
0.95425564,-3.1804683,2
-0.8538893,0.4228228,3
4.9385414,-0.031543765,0
-1.1380906,0.7403421,3
4.016662,-0.82468134,4
-1.9598463,0.8919454,3
-0.5441266,0.5152468,3
-1.5850863,3.1014853,3
3.0139644,1.653223,0
-2.0842109,-0.4865796,2
2.4786727,0.5730261,4
2.310983,-3.6084359,4
4.6879473,1.8485934,0
-0.064804524,-2.812794,2
-1.4886833,-1.140126,2
-2.0884426,1.1237844,3
1.4129671,0.15074381,0
4.959479,1.2962083,0
-1.1924344,-1.9162314,2
2.875858,1.7937115,0
-2.1040943,1.192998,3
-0.91539264,-0.8981913,2
1.7292434,0.42185417,0
0.2712523,-1.1655444,4
-1.0156463,5.0666823,3
-0.24673581,-1.4457719,2
-2.2163148,-0.42902812,2
-0.015233589,-0.8671575,4
0.9175648,-0.12860884,4
-0.76053625,1.0822259,3
-0.8511492,-1.3619506,2
-2.1100276,-1.293828,2
3.7171404,1.2483019,0
-1.1995268,1.2087814,3
-1.8121533,-1.4099314,2
-1.8854207,0.8583148,3
-1.5948877,-3.2249691,2
-2.140037,-1.7916127,2
0.0072876955,1.6834835,3
-1.6070299,-3.317634,2
5.11398,0.15390702,0
0.5192291,-0.9853838,4
-0.6992172,-1.1957754,2
3.7234995,-0.7857187,0
4.4517922,-0.6675553,0
5.1300316,0.16115054,1
-2.0529337,4.9092765,3
-1.2075869,3.6285298,3
-0.53312624,-2.2940977,2
2.6001537,-1.313304,0
-2.1343102,3.2335594,3
3.009727,1.8923523,0
0.20002858,-1.699945,4
2.6492505,-0.3933391,0
-0.7441182,2.3105776,3
-0.66993195,0.298247,3
1.6810931,-1.9546021,4
4.5624084,0.84264076,0
-1.7159678,0.77824974,3
4.1213107,0.80986655,0
1.350551,-1.111899,4
2.5533469,-1.3147745,4
-1.3693625,0.4307192,3
0.66750395,0.3274701,0
3.6623511,2.4521472,0
-0.7160547,-0.11476804,2
-1.3103038,0.7806019,3
-0.064538926,1.6742104,3
4.231219,-0.69785017,1
-1.1898987,-3.7989297,2
5.2565064,1.5776074,0
-0.30273238,-0.82088727,2
0.20298906,3.4549832,3
-1.3188974,0.39526582,3
0.44223085,-2.9964256,2
-0.25857654,-0.33693033,2
0.35545364,-2.8487072,2
-1.8997215,2.3561456,3
-1.5980002,0.4665911,3
4.40418,1.1428325,0
-1.5125996,0.8685676,3
-2.2935271,-0.5963058,2
3.0111673,0.11191085,0
-1.5673057,2.7233062,3
1.7871445,-0.48500103,4
-0.91262496,-0.46960968,2
-1.6679639,-0.5572217,2
0.44943437,0.3042395,4
0.9695557,0.1442464,4
0.34356704,1.6526722,3
1.1740339,1.0715301,4
-2.0118105,-2.4639382,2
-2.1692374,1.1221279,3
1.0087124,2.1330125,3
0.83624357,1.9663236,3
-1.3838335,3.2133093,3
4.188472,1.87378,0
-0.8710187,0.31582618,3
1.1473672,0.82394254,4
-2.062876,-3.0845847,2
-1.8637981,-2.8535445,2
-1.6866432,1.1622865,3
0.9946229,-1.3733795,4
0.0702586,-2.0816035,2
-2.2087784,0.204357,2
-2.0044363,-1.9050333,2
-0.89287174,2.5623958,3
-0.9741075,0.59354705,3
-0.050183687,-2.386482,2
-1.7117298,1.015142,3
-1.9333183,1.2722712,3
-1.8662565,-2.6175988,2
-1.7903702,-1.0240675,2
-0.78050643,-0.110033736,2
4.839958,0.50358564,1
-2.3729842,5.2973323,3
0.6252656,1.9625726,3
2.4784262,-1.6063461,4
1.4406135,-1.5913221,0
-0.5904546,-1.3526343,4
-1.933468,3.8146229,3
-1.4278934,-1.9034444,2
-0.5225347,-1.261486,2
4.0698476,0.37557074,4
-2.1338947,-1.9268067,2
-0.15198895,-1.7602359,2
-1.4521286,4.2762485,3
-1.6095618,-0.93510246,2
-2.0019085,1.4585316,3
-1.9737703,1.1076361,3
-1.3590039,0.65835136,3
-1.8629642,-1.4228615,2
-1.8299935,-3.3623354,2
0.75182486,-0.45126423,4
-0.92356426,2.0658956,3
-2.2651947,-1.6416743,2
1.7931064,1.1564517,4
1.6798147,2.4682713,0
-1.1473149,-0.18612191,2
1.8125637,-0.11631782,0
5.1318083,-2.146684,0
-0.9059729,-0.026026135,3
-1.7586298,-0.2343541,2
-1.7129796,-1.3545105,2
-0.17812966,-0.3495518,4
-1.0794755,-1.7851441,2
-1.9465976,3.560459,3
0.7334871,-0.40002364,4
0.39027902,3.8853104,3
-1.315547,0.8803296,3
-0.2923408,-2.8382032,2
-0.669154,-1.2546449,2
-0.1459835,1.6918436,3
7.1635013,2.2942722,0
0.17137538,0.98013276,3
-0.76723856,-1.4472424,2
2.285587,-3.0486598,0
-1.6645823,1.6031477,3
-1.1964331,2.7164013,3
-1.2980703,-1.8844204,2
-0.007989747,-4.185187,1
0.8345094,3.2454658,3
-2.4077275,1.05661,3
-1.29731,-0.2495706,2
0.44883347,-0.08427881,4
0.43233186,3.346504,3
-0.7491101,1.5919544,3
4.411015,-1.83299,0
-0.039496616,2.1709065,3
-1.5617514,0.86210066,3
1.2378875,-3.4825575,4
-1.2844378,2.0093381,3
-0.42495033,-2.1105423,2
-1.6791555,-1.2016162,2
-0.4414305,0.5773925,3
2.445211,-0.6504634,4
-1.5978161,-2.0296288,2
-0.4055938,2.0443041,3
-1.9202192,1.4679694,3
-0.8906767,-0.6854944,2
-2.122345,-1.651083,2
-0.25643137,0.076124325,4
-1.6718568,-3.6407144,2
1.1106142,-0.9162889,4
-1.4166626,-1.8091503,2
-1.9861114,4.4368286,3
-2.2971938,3.425313,3
-1.2693166,-1.0880088,2
-1.3153448,-0.9353406,2
-1.2108756,-0.74286836,2
2.6439593,-2.3240197,4
-2.3593762,2.4138958,3
-0.9145398,2.9930937,3
-0.95563126,-0.052894283,2
-2.02588,2.5632958,3
-1.6557661,-1.9797412,2
-1.147935,-0.12482232,2
-1.3630828,-1.1048201,2
-1.7829574,-2.507026,2
4.240475,-2.060916,0
-0.5217854,-2.2030082,2
0.909989,-2.0467181,4
2.7998216,-1.8261702,0
-0.8905879,-0.2948885,2
-1.2261581,-0.83007413,2
-2.1306877,-0.4895978,2
0.2236008,1.3429087,3
-0.8753847,0.2968553,3
-1.9662441,-0.021921853,2
-0.43656078,-1.0914693,2
-0.6438329,-0.72580254,2
-1.3482698,-0.47101474,2
-0.7091874,1.3871951,3
-0.44700196,-1.1266817,2
-2.1316128,2.6389327,3
0.07338528,1.287981,3
-0.50216067,-2.4976423,2
5.2580853,-0.15196128,0
-1.8621181,5.330391,3
-1.4043242,3.3715253,3
-0.7526368,-0.15273176,2
2.4705327,-0.9346086,4
-0.99820644,1.3412998,3
-1.4472127,0.74607366,3
-1.445573,0.67905,3
-1.5216843,1.7801936,3
-1.726466,-1.2639223,2
-0.7384534,-1.0516716,2
-0.8397891,-0.6946257,2
-0.8799373,-1.8550682,2
-1.7098095,-0.93476176,2
-1.62218,1.9453703,3
6.1639743,0.60977423,0
4.81808,3.3153536,0
0.67562246,-1.3379879,2
3.4293149,-0.60804015,4
-0.880275,2.7090814,3
-1.9750149,-2.0173056,2
-1.6312246,1.3082416,3
6.237575,-0.4670459,0
-1.3234692,-1.2741338,2
-0.89954793,-0.27589825,2
0.44724232,-2.2259285,4
-1.6344788,2.3292706,3
-1.5958046,2.801692,3
-0.78575045,-1.9169902,2
4.091237,1.4363937,0
-1.20233,1.2313093,3
1.5868434,-0.686482,4
0.41391647,-1.436776,2
-2.2624989,0.45598096,3
-1.7975293,4.3959603,3
0.1177697,-2.5688841,1
3.6848016,2.6063414,0
6.63307,0.21951786,0
0.90185344,-2.7148967,4
-1.8275068,0.17095236,2
-1.9872491,-1.5166875,2
4.313379,0.11586897,0
0.6437053,-2.359894,4
-1.0912629,-0.263236,2
-1.9870492,-2.6615286,2
-0.7897898,-0.6312596,2
-2.4280217,1.7657932,3
-0.15725414,1.394338,3
-1.5081406,1.131436,3
0.39536133,0.24284132,4
-0.1508737,-0.88420504,2
3.9006965,-0.99004287,0
-2.1692193,1.7824097,3
5.321788,-1.4225899,4
1.0612593,1.7944868,0
-0.55962896,-1.9115934,2
-0.4785182,-0.76369995,4
2.025736,1.3158754,0
5.057562,0.71634156,0
-0.42570084,4.088199,3
0.45661765,-1.3568358,4
-1.3058405,3.5855222,3
0.24408437,1.2536802,3
-0.29342148,-1.5928007,2
3.693925,1.4324099,0
-1.7057455,-0.84765863,2
-1.3291051,-0.22036494,2
-1.5324166,0.31007683,3
-1.004711,-1.6146939,2
-0.9661424,-2.600573,2
-2.1458955,0.6575886,3
-1.4135445,0.27057052,3
-1.549445,-2.0620997,2
1.0753602,2.2350855,4
0.58329976,-0.82391125,2
1.7923461,-1.4787493,0
5.1334934,1.1114925,0
-2.076115,0.4431219,2
-0.8981099,-0.89404696,2
2.7463186,-0.42792395,0
-1.4740664,1.7580236,3
3.543812,-0.6447517,4
3.0207946,-0.99334687,0
-0.61457527,-1.6172608,2
2.5682824,-1.6317235,0
-0.24804796,1.975577,3
-1.7055621,1.6055769,3
-1.5172247,1.8848732,3
5.39188,2.3691847,0
-1.0380429,-0.45416778,2
-1.2278191,3.5104544,3
-1.6386861,1.0459068,3
-0.8489827,0.2536198,3
1.0558091,0.7231021,3
-1.8251419,0.029442172,2
0.13139156,-2.4733615,2
0.7877456,1.1106461,4
-1.5493898,0.79990715,3
-1.5040296,-4.768954,2
-0.5647896,0.64272916,3
-0.116197035,-2.5698686,2
1.60989,1.1781374,0
1.3513175,1.1309453,0
0.10268621,1.7328889,1
-0.8010009,1.2763758,3
-2.0067024,0.1562389,3
-0.8151768,0.34130776,3
-0.94766587,-2.6015513,2
-1.4926134,-1.0814148,2
1.035526,-0.9576609,4
-2.2652497,-1.1194806,2
1.8410995,-0.63415956,0
5.0591154,1.3233912,0
-1.2367125,0.34457678,3
4.797368,-0.99733275,0
2.0257885,0.55196905,0
-1.0301014,0.9856307,1
7.1681952,0.29912338,0
-1.3809531,-1.6886045,2
-0.9979876,0.7882347,3
1.9649314,-0.056212205,1
-1.1016873,-0.1289609,2
-2.0006464,0.70375973,3
-1.2703428,-0.38976744,2
0.65207285,-1.2054054,4
-1.7276034,-0.71803826,2
-0.9665046,3.2336648,3
0.55256486,1.1081803,4
2.0098426,-0.02872454,4
0.41362843,-0.6013076,4
0.031020494,-0.292456,4
0.50156885,1.1506982,4
-1.6358899,2.5932171,3
0.7618031,-1.2724323,4
3.966644,0.26458097,4
4.369446,-1.4130088,0
-2.0799665,0.7700768,3
0.4207736,-0.6576575,4
-1.6554542,-2.3728175,2
4.949287,-0.59368217,0
-0.35519713,-1.7441052,2
-1.1932856,-1.5883547,2
1.4263862,0.59354776,4
-1.9194846,3.5850744,3
-0.3770724,-1.8941548,2
-1.3135737,-1.8029436,2
1.1134574,0.69654274,4
1.3477615,1.6756119,3
-0.96404254,-1.5204735,2
-1.2211764,1.7238641,3
0.14412145,2.1877313,3
3.0028696,-0.36331728,4
-0.24287811,0.12849878,4
-0.5372906,-1.7385432,2
-0.7015955,0.4588936,3
1.1584262,-2.1107242,4
1.0572731,0.56233567,0
0.078905314,0.6609062,4
0.1272205,1.9988723,3
0.13041039,-2.286311,2
3.5743818,1.5822282,0
