population,applications,population_base,share_of_base,feature,mean,std,mode,mode_share,in_mining_matrix,base_note
Larger-Loan Affordability,122395,356255,0.34356009038469637,SOURCE_AMT_REQ_CREDIT_BUREAU_QRT,0.2370276563585114,0.5594586890185861,0.0,0.818366763348176,False,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,SOURCE_AMT_REQ_CREDIT_BUREAU_YEAR,1.1994362514808612,1.2347531202294397,1.0,0.376551329711181,False,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,SOURCE_AMT_CREDIT,906336.6925650558,376102.6201350245,,,False,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,SOURCE_AMT_ANNUITY,37225.97816904285,14708.848517978862,,,False,All applications in the portfolio
Larger-Loan Affordability,122395,356255,0.34356009038469637,SOURCE_AMT_GOODS_PRICE,815585.7101229625,356456.9017617681,,,False,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,AMT_INCOME_TOTAL,141166.6468229089,68820.4788879936,,,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,AMT_CREDIT,279348.167701631,123638.03291857064,,,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,AMT_ANNUITY,17462.26870417477,7799.2968510565715,,,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,CREDIT_TO_INCOME,2.229317555396631,1.0749038194032747,,,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,ANNUITY_TO_INCOME,0.13910867984085387,0.06553064995948521,,,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,CREDIT_TO_ANNUITY,16.762096961490965,5.485750767857592,,,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,YEARS_EMPLOYED,5.503570518518477,5.709547422837791,,,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,FLAG_SENTINEL_EMPLOYED,0.19468967695811928,0.39596326850909197,0.0,0.8053103230418808,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,NAME_CONTRACT_TYPE,0.8157347831147023,0.38770194257542956,1.0,0.8157347831147023,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,OWN_CAR_AGE,3.8959299715696543,9.20527032276056,,,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,FLAG_NO_CAR,0.6978153523866527,0.4592067500836429,1.0,0.6978153523866527,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,FLAG_NO_HOUSING_DATA,0.4988278717143,0.5000007043622824,0.0,0.5011721282857,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,EXT_SOURCE_1,0.4813141829027333,0.14373077340178572,,,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,EXT_SOURCE_2,0.4888257957441731,0.19534627699607693,,,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,EXT_SOURCE_3,0.5197548381318106,0.1700642956479996,,,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,FLAG_EXT_SOURCE_1_MISSING,0.5547658237318569,0.49699372015815146,1.0,0.5547658237318569,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,FLAG_EXT_SOURCE_2_MISSING,0.0029511031306632086,0.05424406493988707,0.0,0.9970488968693368,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,FLAG_EXT_SOURCE_3_MISSING,0.24534058224017824,0.43029073902767934,0.0,0.7546594177598218,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,AMT_REQ_CREDIT_BUREAU_YEAR,1.2427635626049511,1.2119447674306092,1.0,0.4085906196485278,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,FLAG_NO_BUREAU,0.18606913062995661,0.38916406340293574,0.0,0.8139308693700434,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,BUREAU_COUNT,3.8958302159708715,3.8963481411947085,,,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,BUREAU_ACTIVE_RATIO,0.3477526558799596,0.3384256910181846,,,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,BUREAU_DEBT_TO_CREDIT_RATIO,0.23449411942800713,0.29609281469555343,,,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,BUREAU_DAYS_CREDIT_MEAN,-814.1838827271148,647.1220685611358,,,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,BUREAU_BB_DPD_RATIO_MEAN,0.00505742783448232,0.02829926523816844,,,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,BUREAU_BB_SEVERE_DPD_MEAN,0.00040869459618835744,0.011417918942590161,,,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,PREV_COUNT,2.9909471794104445,2.1533626978175144,1.0,0.24467554491495835,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,PREV_APPROVAL_RATE,0.7616975239961606,0.300320186798486,,,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,PREV_REFUSED_COUNT,0.3092423562272433,0.6946390249587241,0.0,0.787420818993466,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,INST_DPD_MEAN,0.4366541708125524,1.0821261348320184,,,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,INST_DPD_MAX,4.542936472309508,12.465234583188039,,,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,INST_COUNT,20.008271401732422,16.817508731026734,,,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,INST_LATE_RATIO,0.06417277996819039,0.11341991120690288,,,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,INST_SEVERE_LATE_RATIO,0.0009059289565128189,0.006351062763041318,,,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,INST_PAYMENT_RATIO_MEAN,1.1792985470024395,18.710194489381475,,,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,POS_SK_DPD_MEAN,1.0659460430604257,32.5335588081196,,,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,POS_MONTHS_COUNT,20.01794769481437,15.867931867772167,,,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,CC_UTILIZATION_MEAN,0.006613784678625368,0.04911107063119878,,,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,CC_UTILIZATION_MAX,0.01861881133909301,0.11828352591569588,,,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,CC_SK_DPD_MEAN,0.022899159069658465,1.686360980414209,,,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,CC_AMT_BALANCE_MEAN,1040.7823630294463,7972.492333414044,,,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,CC_MONTHS_COUNT,2.1617204515603436,8.939835539645431,,,True,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,GOODS_TO_CREDIT,0.9126912878839121,0.12090978025264623,,,False,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,YEARS_BIRTH,42.284978241664085,13.09733390576983,,,False,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,CNT_CHILDREN,0.42401117262706367,0.7172525816618758,0.0,0.6902671787454071,False,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,REGION_RATING_CLIENT_W_CITY,2.067152143914077,0.4850481965557508,2.0,0.760287296124495,False,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,NAME_EDUCATION_TYPE,1.4732488735930305,0.8536777617997509,1.0,0.721041780969957,False,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,NAME_INCOME_TYPE_FREQ,0.3650645075152891,0.16585164902815902,0.51453876,0.5401100636773238,False,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,ORGANIZATION_TYPE_FREQ,0.14225403631779643,0.09660816569264616,0.27434,0.27187557151645136,False,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,DEF_30_CNT_SOCIAL_CIRCLE_BIN,0.13428766189502386,0.39933270790728337,0.0,0.8873177382080569,False,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,CODE_GENDER,0.6415365687399205,0.4795511562247835,1.0,0.6415365687399205,False,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,SOURCE_EXT_SOURCE_1,0.4503625377992343,0.21135951213908233,,,False,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,SOURCE_EXT_SOURCE_2,0.4886007789576051,0.19559130728379256,,,False,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,SOURCE_EXT_SOURCE_3,0.5152922434497905,0.19555900527921305,,,False,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,SOURCE_AMT_INCOME_TOTAL,142802.2254552596,345077.3484959755,,,False,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,SOURCE_AMT_REQ_CREDIT_BUREAU_MON,0.14117911117761484,0.5960791977912068,0.0,0.9020981927610687,False,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,SOURCE_AMT_REQ_CREDIT_BUREAU_QRT,0.22135767369943637,0.534415623582773,0.0,0.8274311270720069,False,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,SOURCE_AMT_REQ_CREDIT_BUREAU_YEAR,1.242921508969691,1.2128901935622864,1.0,0.4085906196485278,False,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,SOURCE_AMT_CREDIT,279348.167701631,123638.03291857064,,,False,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,SOURCE_AMT_ANNUITY,17462.26870417477,7799.296851056572,,,False,All applications in the portfolio
Lower-Intensity Credit Footprint,120294,356255,0.3376626292964309,SOURCE_AMT_GOODS_PRICE,253045.7003217118,112781.84025619143,,,False,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,AMT_INCOME_TOTAL,155316.5243938599,77143.78020394834,,,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,AMT_CREDIT,567928.0550380477,368643.01444562874,,,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,AMT_ANNUITY,26626.792836525845,13317.752312860299,,,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,CREDIT_TO_INCOME,4.051520153269912,2.715670451154683,,,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,ANNUITY_TO_INCOME,0.1911014131572965,0.09631345577076496,,,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,CREDIT_TO_ANNUITY,21.014683673043148,7.8922600332267,,,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,YEARS_EMPLOYED,7.010731041274958,6.703583715923205,,,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,FLAG_SENTINEL_EMPLOYED,0.19706113880871162,0.39780498801664343,0.0,0.8029388611912883,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,NAME_CONTRACT_TYPE,0.9535554972448176,0.2104595499200755,1.0,0.9535554972448176,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,OWN_CAR_AGE,4.202309105221727,9.064220272208967,,,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,FLAG_NO_CAR,0.6741012857517712,0.4687404068993301,1.0,0.6741012857517712,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,FLAG_NO_HOUSING_DATA,0.5350301758068748,0.49880409968197065,1.0,0.5350301758068748,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,EXT_SOURCE_1,0.5025459585457696,0.13287900050103113,,,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,EXT_SOURCE_2,0.5001047922826758,0.19270854889866837,,,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,EXT_SOURCE_3,0.5021210271026176,0.17882117253108565,,,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,FLAG_EXT_SOURCE_1_MISSING,0.5787194961952243,0.49379675160581266,1.0,0.5787194961952243,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,FLAG_EXT_SOURCE_2_MISSING,0.0019679874048806087,0.04432123818703701,0.0,0.9980320125951194,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,FLAG_EXT_SOURCE_3_MISSING,0.20558908422986094,0.40415794341349226,0.0,0.7944109157701391,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,AMT_REQ_CREDIT_BUREAU_YEAR,1.4797953293098924,1.5115523512354292,1.0,0.36814484387299923,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,FLAG_NO_BUREAU,0.14694305956441878,0.3540723723866746,0.0,0.8530569404355812,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,BUREAU_COUNT,4.775518236683285,4.400273632849769,,,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,BUREAU_ACTIVE_RATIO,0.3417993105292361,0.3134934050417783,,,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,BUREAU_DEBT_TO_CREDIT_RATIO,0.23308008427003848,0.28517402926679825,,,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,BUREAU_DAYS_CREDIT_MEAN,-988.3328049078242,661.3586214000185,,,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,BUREAU_BB_DPD_RATIO_MEAN,0.01731706954390619,0.0674158484497057,,,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,BUREAU_BB_SEVERE_DPD_MEAN,0.005049812702213473,0.0382057813135823,,,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,PREV_COUNT,4.286670165310942,3.3482360107646354,,,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,PREV_APPROVAL_RATE,0.7344978617015798,0.27702504578664716,,,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,PREV_REFUSED_COUNT,0.8504329572290737,1.6184984630201948,0.0,0.6116504854368932,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,INST_DPD_MEAN,25.20005998966967,53.12505587678173,,,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,INST_DPD_MAX,474.53739176069274,539.962340175389,,,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,INST_COUNT,42.68604040934138,36.102108641368524,,,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,INST_LATE_RATIO,0.2976694918099366,0.19376288156482835,,,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,INST_SEVERE_LATE_RATIO,0.0753292991174371,0.06569172888793572,,,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,INST_PAYMENT_RATIO_MEAN,1.9838662412667263,97.1562599168078,,,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,POS_SK_DPD_MEAN,94.13692219561017,220.12658815182184,,,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,POS_MONTHS_COUNT,41.930858042508525,28.663938726346647,,,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,CC_UTILIZATION_MEAN,0.0590550877983429,0.16075982008876336,,,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,CC_UTILIZATION_MAX,0.1700109657710788,0.37607901876114924,,,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,CC_SK_DPD_MEAN,19.953025542589003,84.60698053360308,,,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,CC_AMT_BALANCE_MEAN,9306.044164336634,36876.40103276929,,,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,CC_MONTHS_COUNT,14.5527420624508,30.717207192384762,,,True,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,GOODS_TO_CREDIT,0.8941898050305322,0.09780398121835247,,,False,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,YEARS_BIRTH,44.986114096541016,11.34695654385924,,,False,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,CNT_CHILDREN,0.4361060089215429,0.7406313448120417,0.0,0.6910259774337444,False,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,REGION_RATING_CLIENT_W_CITY,2.046706901075833,0.47883594900190474,2.0,0.7685646811860404,False,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,NAME_EDUCATION_TYPE,1.4096037785358173,0.8215073311660598,1.0,0.7562319601154552,False,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,NAME_INCOME_TYPE_FREQ,0.3577163839259617,0.16813939710325274,0.51453876,0.5215166622933614,False,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,ORGANIZATION_TYPE_FREQ,0.13786544528955652,0.0952078942311137,0.27434,0.24967200209918655,False,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,DEF_30_CNT_SOCIAL_CIRCLE_BIN,0.15612700078719496,0.428025078311378,0.0,0.8695880346365783,False,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,CODE_GENDER,0.6684597218577801,0.4707976236752769,1.0,0.6684597218577801,False,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,SOURCE_EXT_SOURCE_1,0.4975884257316189,0.20463958663338178,,,False,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,SOURCE_EXT_SOURCE_2,0.49997712496776936,0.19287700683316605,,,False,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,SOURCE_EXT_SOURCE_3,0.4940050791737093,0.19983344869649683,,,False,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,SOURCE_AMT_INCOME_TOTAL,156199.16674494883,82173.90038394433,,,False,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,SOURCE_AMT_REQ_CREDIT_BUREAU_MON,0.1962739438467594,0.7934893002746419,0.0,0.8837575439517187,False,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,SOURCE_AMT_REQ_CREDIT_BUREAU_QRT,0.22881133560745212,0.5608203720089248,0.0,0.8290474940960378,False,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,SOURCE_AMT_REQ_CREDIT_BUREAU_YEAR,1.4825505116767252,1.5242938964318906,1.0,0.36814484387299923,False,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,SOURCE_AMT_CREDIT,567928.0550380477,368643.01444562874,,,False,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,SOURCE_AMT_ANNUITY,26626.792836525845,13317.752312860299,,,False,All applications in the portfolio
Repayment-Stress History,7622,356255,0.021394787441579768,SOURCE_AMT_GOODS_PRICE,507177.8360010496,337303.3751371261,,,False,All applications in the portfolio
DBSCAN sampled noise,493,30000,0.016433333333333335,AMT_INCOME_TOTAL,152556.15212981743,79865.67985332703,,,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,AMT_CREDIT,629034.6815415821,385382.1241693199,,,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,AMT_ANNUITY,28448.570993914807,14374.457909185927,,,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,CREDIT_TO_INCOME,4.941800966375707,3.86497213482689,,,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,ANNUITY_TO_INCOME,0.21529331642473903,0.11875569104722415,,,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,CREDIT_TO_ANNUITY,21.97055483260184,8.499556776370804,,,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,YEARS_EMPLOYED,5.833204605071409,5.522355657420387,,,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,FLAG_SENTINEL_EMPLOYED,0.23732251521298176,0.4258737210257608,0.0,0.7626774847870182,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,NAME_CONTRACT_TYPE,0.9614604462474645,0.1926903476530733,1.0,0.9614604462474645,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,OWN_CAR_AGE,3.0973630831643004,7.316776381014565,,,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,FLAG_NO_CAR,0.7484787018255578,0.43432818654887184,1.0,0.7484787018255578,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,FLAG_NO_HOUSING_DATA,0.5415821501014199,0.4987740375097141,1.0,0.5415821501014199,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,EXT_SOURCE_1,0.4833267210013511,0.14655601432718704,,,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,EXT_SOURCE_2,0.441382411375649,0.21440140883708445,,,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,EXT_SOURCE_3,0.5027541347454769,0.17023944284877504,,,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,FLAG_EXT_SOURCE_1_MISSING,0.5720081135902637,0.49529024086717427,1.0,0.5720081135902637,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,FLAG_EXT_SOURCE_2_MISSING,0.0,0.0,0.0,1.0,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,FLAG_EXT_SOURCE_3_MISSING,0.1947261663286004,0.39639197985325125,0.0,0.8052738336713996,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,AMT_REQ_CREDIT_BUREAU_YEAR,2.160243407707911,1.842553002398717,1.0,0.2961460446247465,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,FLAG_NO_BUREAU,0.14198782961460446,0.3493921897962304,0.0,0.8580121703853956,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,BUREAU_COUNT,4.0973630831643,5.035509390434567,,,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,BUREAU_ACTIVE_RATIO,0.3235958912167718,0.35964435424288455,,,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,BUREAU_DEBT_TO_CREDIT_RATIO,0.24775941717636943,0.32559739019934975,,,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,BUREAU_DAYS_CREDIT_MEAN,-826.5918918913358,631.2345174751664,,,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,BUREAU_BB_DPD_RATIO_MEAN,0.019479818003162584,0.059664131956767265,,,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,BUREAU_BB_SEVERE_DPD_MEAN,0.004946788675000671,0.037259970332642715,0.0,0.9716024340770791,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,PREV_COUNT,6.290060851926977,5.310581800643896,,,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,PREV_APPROVAL_RATE,0.7161715587544162,0.27130405600350643,,,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,PREV_REFUSED_COUNT,1.2373225152129816,2.1257391185759524,0.0,0.5821501014198783,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,INST_DPD_MEAN,2.75780823614421,10.199074800877247,,,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,INST_DPD_MAX,80.44827586206897,251.71223379151436,,,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,INST_COUNT,57.782961460446245,52.924777437620676,,,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,INST_LATE_RATIO,0.09207708098044584,0.11662129926670248,,,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
DBSCAN sampled noise,493,30000,0.016433333333333335,INST_SEVERE_LATE_RATIO,0.0067952876225680315,0.019365492869851945,,,True,"30,000-application UMAP/DBSCAN sample; noise is a sampled density state, not a full-portfolio anomaly label"
